barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,tamano_promedio_hogar,educacion_ratio_publico_privado,ranking_infraestructura,percentil_infraestructura
MAULLER,0.5558,0.3696,0.548,0.4738,0.832,1.7696,-0.3168,-0.4858,0.3609,-0.578,-0.5455,2.8315,3.0407,1.2797,-0.4469,0.1511,-0.4167,3.9761,-0.639,0.0013,0.8528,-0.4943,3.369,0.2968,0.0827,-31.4147746684517,-64.1388534120657,0.5617,3.1631,173,0.5231
MAURIZI,-0.436,-0.3664,-0.3209,-0.1538,-0.3525,-0.3118,-0.3168,-0.4858,-0.7487,-0.1947,-0.5394,-0.2838,-1.0337,-0.8098,-0.4469,0.2259,-0.4167,-0.2758,-0.4319,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.3425,-31.4274174705639,-64.2081597810474,-0.5462,-0.1742,261,-0.1004
MERCANTIL,-0.4426,-0.3889,-0.3819,-0.6697,0.4372,0.7289,0.0405,-0.4858,-0.2864,-0.3864,-0.0178,-0.2838,-1.0337,-0.8552,0.2999,2.8306,-0.4167,-0.2758,0.6574,-0.6477,0.8528,-0.4943,-0.2968,0.2968,1.6612,-31.3183526871751,-64.2587038912171,0.1809,1.4945,41,1.448
MILITAR GENERAL DEHEZA,-0.4223,-0.3966,-0.3895,-0.7407,-0.1551,0.0351,-0.3168,-0.4858,-0.7487,-0.3864,-0.5455,-0.2838,-1.0337,-0.719,-0.4469,1.0484,-0.4167,-0.2758,-0.4825,-0.6477,0.8528,-0.4943,-0.2968,0.2968,0.0344,-31.3961038343019,-64.2718381204991,1.4619,0.382,184,0.4469
MIRADOR,0.0437,0.0192,0.4108,1.0659,-0.5499,-0.6587,-0.3168,-0.4858,0.1759,-0.0031,-0.4605,-0.2838,0.3244,0.6668,-0.4469,-0.7611,-0.4167,-0.2758,-0.4104,-0.2556,-1.1726,-0.4943,-0.2968,0.2968,-0.8204,-31.4289133054055,-64.1385804949468,0.0597,-0.7304,403,-1.0911
MIRADOR DEL CHATEAU,-0.4364,-0.3482,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.1014,-0.0031,-0.1148,-0.2838,0.3244,-0.8119,-0.4469,-0.7611,-0.4167,-0.2758,0.9934,0.9977,-1.1726,-0.4943,-0.2968,0.2968,0.0897,-31.38511415213455,-64.26248967015471,-1.1348,-0.7304,171,0.537
MIRALTA,0.1163,-0.0176,0.7004,1.9736,-0.5499,-0.6587,-0.3168,1.9142,-0.1014,-0.3864,-0.5151,-0.2838,1.6826,0.7792,-0.4469,-0.7611,1.1332,-0.2758,-0.6068,0.0559,-1.1726,2.0231,-0.2968,0.2968,-0.4402,-31.4244364501647,-64.1122227442397,1.2023,-0.7304,298,-0.3533
MIRIZZI,-0.4486,-0.3966,-0.2752,0.589,0.0424,0.382,-0.3168,-0.4858,0.7307,0.1885,-0.4727,-0.2838,1.6826,-0.8996,-0.4469,2.4765,-0.4167,-0.2758,2.6411,2.9335,0.8528,-0.4943,-0.2968,0.2968,2.7705,-31.4736776999547,-64.2058443325684,0.3194,0.9382,12,1.6524
MUTUAL DE LOS DOCENTES,-0.4414,-0.3939,-0.3972,-0.8311,-0.5499,-0.6587,-0.3168,-0.4858,-0.7487,-0.578,-0.2179,-0.2838,-1.0337,-0.847,-0.4469,-0.7611,-0.4167,-0.2758,-0.4089,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.8193,-31.4569004597575,-64.2241300612357,0.4925,-0.7304,402,-1.0842
NICOLAS AVELLANEDA,-0.2316,-0.236,-0.2828,-0.3418,0.6346,1.4227,-0.3168,1.9142,0.2684,0.1885,-0.4848,-0.2838,1.6826,0.0745,-0.4469,1.7587,2.6557,-0.2758,0.1649,0.7446,0.8528,2.0231,-0.2968,0.2968,1.8137,-31.4623154748996,-64.1037099479582,0.5963,2.6069,35,1.4896
NUESTRO HOGAR I,-0.4681,-0.3966,-0.2676,0.6777,-0.5499,-0.6587,-0.3168,1.9142,0.5458,-0.0031,-0.5455,-0.2838,0.3244,-1.0564,-0.4469,-0.7611,3.2291,-0.2758,2.6411,1.4382,-1.1726,2.0231,-0.2968,0.2968,2.3506,-31.4713698368511,-64.1489809392811,-0.5116,-0.7304,20,1.5866
NUESTRO HOGAR II,-0.4151,-0.3917,-0.1532,1.8814,0.2398,0.7289,-0.3168,-0.4858,-0.1939,-0.3864,-0.5455,-0.2838,0.3244,-0.6757,-0.4469,2.7158,-0.4167,-0.2758,0.5623,0.793,0.8528,-0.4943,-0.2968,0.2968,1.5426,-31.387682870044,-64.0982253407013,1.4619,1.4945,46,1.4134
NUESTRO HOGAR III,1.6328,1.0269,4.2448,2.9611,-0.3525,-0.3118,-0.3168,1.9142,0.6382,-0.578,-0.5273,-0.2838,1.6826,1.9649,-0.4469,-0.6938,0.0762,-0.2758,-0.7924,-0.4244,0.8528,2.0231,-0.2968,0.2968,-0.873,-31.50091471404605,-64.19982237373814,1.2542,-0.1742,424,-1.2366
NUEVA CORDOBA,6.7959,10.4944,1.4627,-0.6999,3.5959,2.1165,4.328,-0.4858,3.0422,5.7459,1.5411,2.8315,0.3244,3.2052,1.8643,-0.3349,-0.4167,0.4608,-0.8584,-0.6142,0.8528,-0.4943,3.369,0.2968,-0.7951,-31.426755004302,-64.186098312365,-2.4678,-0.3856,398,-1.0565
NUEVA CORDOBA ANEXA,-0.2715,-0.2316,-0.359,-0.7052,-0.5499,-0.6587,-0.3168,1.9142,-0.2864,-0.0031,-0.5455,-0.2838,0.3244,-0.0483,-0.4469,-0.7611,3.0445,-0.2758,-0.2647,0.1365,-1.1726,2.0231,-0.2968,0.2968,0.407,-31.4363481826837,-64.164017889066,-0.2,-0.7304,125,0.8591
NUEVA ITALIA,0.0802,0.0368,0.0068,0.0518,0.2398,-0.3118,0.7551,-0.4858,-0.5637,-0.578,1.3227,-0.2838,-1.0337,0.7246,2.3535,0.1362,-0.4167,-0.2758,-0.8124,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.6335,-31.3859550300777,-64.1452722218278,0.1982,-0.5469,356,-0.762
NUEVO URCA,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.578,0.1824,-0.2838,0.3244,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.1864,1.8341,-1.1726,-0.4943,-0.2968,0.2968,-0.4338,-31.3828475471979,-64.2674905686599,-1.3426,-0.7304,288,-0.3082
OBRERO,-0.0923,-0.0011,-0.3057,-0.668,-0.5499,-0.6587,-0.3168,1.9142,0.9156,1.7216,0.9345,-0.2838,0.3244,0.416,-0.4469,-0.7611,1.7904,-0.2758,0.257,-0.1476,-1.1726,2.0231,-0.2968,0.2968,0.3345,-31.4134335064709,-64.2122200883557,-0.9963,-0.7304,142,0.7413
OBSERVATORIO,0.7315,0.7915,0.5709,0.043,0.832,0.382,1.1124,-0.4858,-0.1014,0.1885,0.0611,-0.2838,0.3244,1.4273,1.6851,0.0315,-0.4167,-0.2758,-0.8093,-0.4603,0.8528,-0.4943,-0.2968,0.2968,-0.684,-31.4231361956293,-64.2028823470864,-0.8232,-0.3133,375,-0.8937
OMBU,-0.2517,-0.1948,-0.3667,-0.7619,-0.5499,-0.6587,-0.3168,-0.4858,0.0835,1.3383,0.8739,-0.2838,0.3244,0.0146,-0.4469,-0.7611,-0.4167,-0.2758,0.0545,0.0906,-1.1726,-0.4943,-0.2968,0.2968,-0.5191,-31.3893202773862,-64.21753693663,-0.5462,-0.7304,315,-0.4745
ONA,-0.3211,-0.2839,-0.3362,-0.5244,0.832,0.7289,0.7551,-0.4858,-0.3788,-0.1947,-0.5455,-0.2838,1.6826,-0.2248,1.1549,2.8306,-0.4167,-0.2758,-0.2355,1.2136,0.8528,-0.4943,-0.2968,0.2968,1.083,-31.4492916492839,-64.1653991848349,0.0251,0.0093,72,1.2298
OSN,-0.1896,-0.1904,-0.3438,-0.6715,-0.5499,-0.6587,-0.3168,-0.4858,-0.009,-0.0031,-0.3332,-0.2838,0.3244,0.19,-0.4469,-0.7611,-0.4167,-0.2758,-0.1941,-0.0248,-1.1726,-0.4943,-0.2968,0.2968,-0.6802,-31.4599043773051,-64.15824125761,0.3367,-0.7304,373,-0.8798
PADRE CLARET,-0.4131,-0.3658,-0.4048,-0.9179,0.6346,-0.6587,1.827,-0.4858,-0.1014,1.7216,-0.2543,-0.2838,0.3244,-0.6633,3.2869,2.8306,-0.4167,-0.2758,0.7203,0.7768,0.8528,-0.4943,-0.2968,0.2968,1.702,-31.3544915100643,-64.237238422406,0.2155,-0.7304,38,1.4688
PALERMO BAJO,-0.2063,-0.1403,-0.3819,-0.8382,-0.5499,-0.6587,-0.3168,-0.4858,0.9156,0.1885,-0.5455,-0.2838,-1.0337,0.1457,-0.4469,-0.7611,-0.4167,-0.2758,0.6466,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.1353,-31.3869413360447,-64.2246185527337,-0.702,-0.7304,216,0.2217
PALMAR,-0.3824,-0.351,-0.3286,-0.2921,-0.1551,0.0351,-0.3168,-0.4858,-0.7487,-0.578,-0.2119,-0.2838,0.3244,-0.4961,-0.4469,0.6969,-0.4167,-0.2758,-0.5914,0.5634,0.8528,-0.4943,-0.2968,0.2968,-0.211,-31.3899757721453,-64.1246701968207,0.5963,0.382,233,0.1005
PALMAS DEL CLARET,-0.4625,-0.3906,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.9336,-0.578,-0.5455,-0.2838,-1.0337,-1.009,-0.4469,-0.7611,-0.4167,-0.2758,-0.7939,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.0689,-31.3514066893432,-64.2308945622633,-0.5635,-0.7304,454,-1.4479
PANAMERICANO,0.08,0.083,-0.2066,-0.4871,0.2398,0.7289,-0.3168,-0.4858,0.1759,0.1885,0.0672,-0.2838,0.3244,0.7246,-0.4469,0.1362,-0.4167,-0.2758,-0.4442,-0.2767,0.8528,-0.4943,-0.2968,0.2968,-0.3951,-31.3728037015138,-64.1799531562142,-0.2692,1.4945,279,-0.2216
PARQUE ALAMEDA,-0.4559,-0.3966,-0.3819,-0.652,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.3999,-0.2838,0.3244,-0.9553,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,1.2434,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.4667304669222,-64.1842467716332,0.0077,-0.7304,469,-1.6419
PARQUE ATLANTICA,-0.1386,-0.1029,-0.2752,-0.5066,-0.3525,-0.3118,-0.3168,-0.4858,-0.1014,0.1885,-0.2482,-0.2838,-1.0337,0.3149,-0.4469,-0.4321,-0.4167,-0.2758,-0.3582,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.6228,-31.4538400218945,-64.2100439245679,-0.3731,-0.1742,340,-0.6512
PARQUE CAPITAL,0.2047,0.193,-0.359,-0.8346,0.0424,0.0351,0.0405,-0.4858,0.0835,-0.1947,2.8695,-0.2838,0.3244,0.901,0.7965,-0.1928,-0.4167,-0.2758,-0.5776,-0.335,0.8528,-0.4943,-0.2968,0.2968,-0.6453,-31.4351614511823,-64.2159341822764,-0.2692,0.382,358,-0.7794
PARQUE CAPITAL SUD,-0.2991,-0.2635,-0.3895,-0.8382,-0.5499,-0.6587,-0.3168,-0.4858,0.1759,-0.1947,-0.3392,-0.2838,0.3244,-0.1432,-0.4469,-0.7611,-0.4167,-0.2758,0.3413,0.2122,-1.1726,-0.4943,-0.2968,0.2968,-0.3328,-31.4426782072545,-64.2171490791533,-0.0269,-0.7304,259,-0.0796
PARQUE CHACABUCO,-0.3547,-0.2932,-0.3972,-0.8719,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.3864,0.4554,-0.2838,0.3244,-0.3651,-0.4469,-0.7611,-0.4167,-0.2758,-0.5132,0.4182,-1.1726,-0.4943,-0.2968,0.2968,-0.8869,-31.382522710674,-64.2116422926307,-0.477,-0.7304,427,-1.2608
PARQUE CHATEAU CARRERAS,-0.487,-0.3966,-0.3895,-0.7407,-0.5499,-0.6587,-0.3168,-0.4858,-1.026,-0.7696,-0.0602,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-1.0409,-0.6477,-1.1726,-0.4943,-0.2968,-3.369,-1.2289,-31.3626197967517,-64.2647444147625,-1.3426,-0.7304,469,-1.6419
PARQUE COREMA,-0.4703,-0.3856,-0.3972,-0.8382,-0.3525,-0.3118,-0.3168,-0.4858,-1.026,-0.7696,-0.5394,-0.2838,-1.0337,-1.075,-0.4469,0.5175,-0.4167,-0.2758,-1.0409,-0.6477,0.8528,-0.4943,-0.2968,-3.369,-0.5916,-31.367945597451,-64.228319679797,-1.0829,-0.1742,330,-0.5784
PARQUE DE LA VEGA II,-0.4679,-0.3966,-0.2371,1.0322,-0.5499,-0.6587,-0.3168,-0.4858,0.8232,-0.1947,-0.5455,-0.2838,0.3244,-1.0544,-0.4469,-0.7611,-0.4167,-0.2758,2.6411,1.4345,-1.1726,-0.4943,-0.2968,0.2968,1.1571,-31.4086410569058,-64.2612520517313,-0.5116,-0.7304,59,1.2921
PARQUE DE LA VEGA III,-0.4679,-0.3966,-0.3972,-0.8293,-0.5499,-0.6587,-0.3168,-0.4858,-0.3788,-0.3864,-0.5455,-0.2838,-1.0337,-1.0544,-0.4469,-0.7611,-0.4167,-0.2758,0.7602,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.0617,-31.4035479069876,-64.2671597598804,-0.5116,-0.7304,202,0.3187
PARQUE DE LA VIDA,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.9336,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,-0.7341,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.0303,-31.4442273592752,-64.2261000948677,-1.3426,-0.7304,447,-1.4167
PARQUE DEL ESTE,-0.4514,-0.3966,-0.2218,1.2095,-0.1551,0.0351,-0.3168,-0.4858,-0.1939,-0.578,-0.1937,-0.2838,0.3244,-0.9202,-0.4469,1.4447,-0.4167,-0.2758,0.9918,1.1801,0.8528,-0.4943,-0.2968,0.2968,1.1877,-31.4051586405003,-64.1455089911964,0.2155,0.382,57,1.3372
PARQUE DON BOSCO,0.348,0.2552,-0.2218,-0.6112,-0.3525,-0.3118,-0.3168,1.9142,0.6382,-0.3864,0.9588,-0.2838,0.3244,1.0733,-0.4469,-0.6041,0.7498,-0.2758,-0.4518,-0.3834,0.8528,2.0231,-0.2968,0.2968,-0.3871,-31.3884319827078,-64.272025814382,0.1982,-0.1742,276,-0.2009
PARQUE FUTURA,-0.0186,-0.12,0.1135,0.7964,0.4372,0.0351,0.7551,-0.4858,-0.3788,-0.578,-0.2482,-0.2838,0.3244,0.5595,1.7934,0.5474,-0.4167,-0.2758,-0.6635,-0.2122,0.8528,-0.4943,-0.2968,0.2968,-0.3323,-31.488906450635,-64.2529899700877,1.3581,-0.3578,258,-0.0727
PARQUE JORGE NEWBERY,-0.0071,-0.0044,-0.2828,-0.6077,-0.1551,0.0351,-0.3168,-0.4858,1.7478,-0.0031,0.3765,-0.2838,1.6826,0.5801,-0.4469,-0.2452,-0.4167,-0.2758,0.5408,0.206,0.8528,-0.4943,-0.2968,0.2968,0.0532,-31.350399915226,-64.180513219248,-0.1481,0.382,179,0.4815
PARQUE LATINO,-0.3264,-0.269,-0.3743,-0.7531,0.4372,0.382,0.3978,-0.4858,0.0835,0.5718,0.1763,-0.2838,0.3244,-0.2464,1.0466,2.1027,-0.4167,-0.2758,0.369,0.3028,0.8528,-0.4943,-0.2968,0.2968,1.112,-31.4596532315616,-64.2124548233494,-0.4424,0.1039,70,1.2436
PARQUE LICEO SECCION 1,0.1491,0.1028,0.0373,0.0093,-0.5499,-0.6587,-0.3168,-0.4858,-0.8411,-0.578,-0.5455,-0.2838,0.3244,0.8257,-0.4469,-0.7611,-0.4167,-0.2758,-0.9581,-0.3114,-1.1726,-0.4943,-0.2968,0.2968,-1.1752,-31.3497061993402,-64.1625303442315,0.0943,-0.7304,466,-1.531
PARQUE LICEO SECCION 2,0.9725,0.6006,0.7919,0.4649,-0.1551,0.0351,-0.3168,1.9142,0.2684,-0.3864,-0.5455,-0.2838,0.3244,1.6006,-0.4469,-0.5667,0.2843,-0.2758,-0.7663,-0.4889,0.8528,2.0231,-0.2968,0.2968,-0.7248,-31.3556278869882,-64.1620118927709,1.0638,0.382,380,-0.9283
PARQUE LICEO SECCION 3,0.5277,0.2777,0.8453,1.1209,2.0165,2.4634,1.1124,1.9142,1.2855,-0.0031,2.0688,-0.2838,0.3244,1.2539,0.7031,0.9736,0.5636,-0.2758,-0.3552,-0.4256,0.8528,2.0231,-0.2968,0.2968,0.4006,-31.3552182265341,-64.1513432642662,1.1157,0.5211,127,0.8453
PARQUE LOS MOLINOS,-0.4145,-0.3614,-0.359,-0.5155,-0.5499,-0.6587,-0.3168,-0.4858,0.3609,0.5718,-0.3089,-0.2838,-1.0337,-0.6716,-0.4469,-0.7611,-0.4167,-0.2758,1.6224,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.4972,-31.4561025121088,-64.2008967897547,-0.0096,-0.7304,115,0.9284
PARQUE MODELO,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.3788,-0.1947,-0.5455,-0.2838,0.3244,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,1.1069,1.8341,-1.1726,-0.4943,-0.2968,0.2968,0.1633,-31.3647142739498,-64.2510241394099,-1.3426,-0.7304,156,0.634
PARQUE MONTECRISTO,-0.277,-0.2503,-0.359,-0.6892,0.0424,0.382,-0.3168,-0.4858,-0.3788,-0.3864,-0.3878,-0.2838,1.6826,-0.0669,-0.4469,0.682,-0.4167,-0.2758,-0.3506,0.9493,0.8528,-0.4943,-0.2968,0.2968,-0.0622,-31.3886256093823,-64.1399659927481,0.0943,0.9382,203,0.3118
PARQUE REPUBLICA,0.8901,0.517,1.1273,0.9968,0.832,1.7696,-0.3168,1.9142,0.3609,-0.3864,-0.1876,2.8315,0.3244,1.5449,-0.4469,-0.0583,0.3226,3.4073,-0.731,-0.4802,0.8528,2.0231,3.369,0.2968,0.0806,-31.4161294813208,-64.258582064065,1.2196,3.1631,174,0.5162
PARQUE SAN CARLOS,-0.4374,-0.3796,-0.3895,-0.7637,-0.3525,-0.3118,-0.3168,-0.4858,-0.2864,-0.3864,-0.5273,-0.2838,-1.0337,-0.8191,-0.4469,0.2408,-0.4167,-0.2758,0.5975,-0.6477,0.8528,-0.4943,-0.2968,0.2968,0.3324,-31.4494274723584,-64.1599280417188,-0.0615,-0.1742,143,0.7344
PARQUE SAN VICENTE,-0.3223,-0.2586,-0.3819,-0.7992,-0.5499,-0.6587,-0.3168,-0.4858,0.7307,0.5718,0.3462,-0.2838,-1.0337,-0.2299,-0.4469,-0.7611,-0.4167,-0.2758,1.156,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.1949,-31.4249959692642,-64.1373491487954,-0.5809,-0.7304,152,0.6686
PARQUE SARMIENTO,-0.487,-0.3966,-0.4048,-0.9179,0.0424,0.382,-0.3168,-0.4858,-0.3788,1.53,4.9803,-0.2838,-1.0337,-1.235,-0.4469,2.8306,-0.4167,-0.2758,1.1069,-0.6477,0.8528,-0.4943,-0.2968,0.2968,1.9528,-31.4328801293591,-64.1789078506441,-1.3426,0.9382,30,1.5207
PARQUE TABLADA,-0.3912,-0.329,-0.3972,-0.863,-0.5499,-0.6587,-0.3168,-0.4858,0.4533,-0.0031,-0.3635,-0.2838,0.3244,-0.5405,-0.4469,-0.7611,-0.4167,-0.2758,1.4613,0.6167,-1.1726,-0.4943,-0.2968,0.2968,0.3925,-31.3871781770563,-64.2312408178758,-0.4077,-0.7304,129,0.8314
PARQUE VELEZ SARSFIELD,0.02,0.0456,-0.3438,-0.7761,-0.3525,-0.3118,-0.3168,-0.4858,0.1759,-0.1947,5.6172,-0.2838,0.3244,0.6276,-0.4469,-0.5144,-0.4167,-0.2758,-0.3859,-0.2407,0.8528,-0.4943,-0.2968,0.2968,-0.6813,-31.4411595485323,-64.2040025565823,-0.425,-0.1742,374,-0.8867
PASO DE LOS ANDES,-0.0828,-0.0105,-0.2142,-0.4269,0.6346,0.382,0.7551,-0.4858,0.0835,2.6798,0.8981,2.8315,-1.0337,0.4356,1.42,1.011,-0.4167,3.9761,-0.3138,-0.6477,0.8528,-0.4943,3.369,0.2968,0.7222,-31.4159538702898,-64.203280297451,-0.8232,-0.1742,94,1.0774
PATRIA,-0.23,-0.1546,-0.3667,-0.7797,-0.1551,-0.6587,0.3978,-0.4858,0.7307,0.7634,-0.5455,-0.2838,-1.0337,0.0796,3.2869,0.0763,-0.4167,-0.2758,0.5868,-0.6477,0.8528,-0.4943,-0.2968,0.2968,0.2433,-31.4090264654307,-64.1601858045219,-0.8232,-0.7304,148,0.6963
PATRICIOS,0.3559,0.2634,0.1059,-0.0687,0.6346,1.4227,-0.3168,-0.4858,-0.2864,-0.578,2.2811,5.9468,0.3244,1.0816,-0.4469,0.1885,-0.4167,3.9761,-0.7817,-0.3859,0.8528,-0.4943,3.369,0.2968,0.0086,-31.3756246362009,-64.1380411944225,0.1809,2.6069,189,0.4088
PATRICIOS ESTE,-0.0786,-0.1475,-0.016,0.4667,-0.3525,-0.3118,-0.3168,1.9142,-0.9336,-0.578,-0.4848,-0.2838,0.3244,0.4439,-0.4469,-0.4695,1.7301,-0.2758,-0.9811,-0.1613,0.8528,2.0231,-0.2968,0.2968,-0.3425,-31.3664999296539,-64.1349339830755,1.0984,-0.1742,261,-0.1004
PATRICIOS NORTE,-0.23,-0.2399,-0.1075,0.5075,-0.5499,-0.6587,-0.3168,-0.4858,0.2684,0.1885,0.8314,-0.2838,0.3244,0.0796,-0.4469,-0.7611,-0.4167,-0.2758,0.1588,0.0459,-1.1726,-0.4943,-0.2968,0.2968,-0.4515,-31.3665348992504,-64.1397902544819,0.7175,-0.7304,300,-0.3671
PATRICIOS OESTE,0.4516,0.2469,0.4642,0.5571,0.0424,0.382,-0.3168,-0.4858,0.4533,0.3802,-0.2846,-0.2838,0.3244,1.1817,-0.4469,-0.3274,-0.4167,-0.2758,-0.57,-0.4095,0.8528,-0.4943,-0.2968,0.2968,-0.7076,-31.366869744123,-64.144607787169,0.908,0.9382,378,-0.9144
PIEDRAS BLANCAS,-0.487,-0.3966,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.5637,-0.578,-0.5455,-0.2838,-1.0337,-1.235,-0.4469,-0.7611,-0.4167,-0.2758,0.4932,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.2346,-31.4828367695047,-64.1625623852958,-1.3426,-0.7304,237,0.0659
POETA LUGONES,0.9751,0.9185,-0.2981,-0.8222,0.832,1.4227,0.0405,-0.4858,1.8402,0.1885,5.4716,-0.2838,0.3244,1.6027,0.087,-0.0956,-0.4167,-0.2758,-0.435,-0.4889,0.8528,-0.4943,-0.2968,0.2968,-0.5047,-31.3609843553083,-64.2119307156898,-0.425,2.6069,310,-0.4399
POLICARPIO CABRAL,-0.4836,-0.3966,-0.3667,-0.4747,-0.5499,-0.6587,-0.3168,-0.4858,-0.1014,-0.3864,-0.5455,-0.2838,-1.0337,-1.2009,-0.4469,-0.7611,-0.4167,-0.2758,1.9261,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,0.6937,-31.4365154316367,-64.1379006955884,-1.2041,-0.7304,99,1.0427
POLICIAL,1.2782,0.8267,1.9734,1.3638,-0.5499,-0.6587,-0.3168,1.9142,-0.8411,-0.578,-0.1512,-0.2838,0.3244,1.7853,-0.4469,-0.7611,0.1693,-0.2758,-1.0087,-0.5149,-1.1726,2.0231,-0.2968,0.2968,-1.0163,-31.31551981250325,-64.2649630981434,1.0118,-0.7304,444,-1.3786
PORTAL DE CORDOBA,-0.1416,-0.2124,-0.2523,-0.2549,-0.5499,-0.6587,-0.3168,-0.4858,-0.7487,-0.578,-0.315,-0.2838,-1.0337,0.3077,-0.4469,-0.7611,-0.4167,-0.2758,-0.8354,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-1.0958,-31.4442984208467,-64.1094454944293,1.5658,-0.7304,459,-1.4825
PORTAL DEL JACARANDA,-0.487,-0.3966,-0.3895,-0.7407,-0.3525,-0.6587,0.0405,-0.4858,-0.1939,-0.1947,-0.5455,-0.2838,-1.0337,-1.235,3.2869,0.7343,-0.4167,-0.2758,1.7206,-0.6477,0.8528,-0.4943,-0.2968,0.2968,1.3058,-31.3439690435074,-64.2889913814107,-1.3426,-0.7304,55,1.351
POSTA DE VARGAS,-0.4434,-0.3966,-0.3667,-0.4747,0.0424,0.382,-0.3168,-0.4858,-0.6562,-0.3864,-0.5273,-0.2838,0.3244,-0.8614,-0.4469,2.3569,-0.4167,-0.2758,-0.1879,1.0784,0.8528,-0.4943,-0.2968,0.2968,0.8773,-31.4798946482734,-64.1941605174631,0.5617,0.9382,81,1.1674
PRIMERA JUNTA,-0.4306,-0.3675,-0.3819,-0.707,-0.5499,-0.6587,-0.3168,-0.4858,-0.1014,-0.0031,-0.5455,-0.2838,0.3244,-0.7737,-0.4469,-0.7611,-0.4167,-0.2758,0.9182,0.9369,-1.1726,-0.4943,-0.2968,0.2968,0.0408,-31.4262217020123,-64.2277644708514,-0.3212,-0.7304,183,0.4538
PROVIDENCIA,0.4091,0.5143,0.7233,0.495,-0.5499,-0.6587,-0.3168,-0.4858,1.7478,3.2547,1.9111,-0.2838,0.3244,1.1383,-0.4469,-0.7611,-0.4167,-0.2758,-0.1204,-0.3995,-1.1726,-0.4943,-0.2968,0.2968,-0.6324,-31.4007885482133,-64.2007718428186,-1.0136,-0.7304,347,-0.7274
PUENTE BLANCO,-0.3561,-0.3119,-0.2981,-0.2177,-0.5499,-0.6587,-0.3168,-0.4858,-0.5637,-0.3864,-0.133,-0.2838,0.3244,-0.3713,-0.4469,-0.7611,-0.4167,-0.2758,-0.3782,0.4244,-1.1726,-0.4943,-0.2968,0.2968,-0.7994,-31.4102088438482,-64.2354259890449,-0.0096,-0.7304,399,-1.0634
QUEBRADA DE LAS ROSAS,0.378,0.3201,-0.2523,-0.6822,0.0424,0.382,-0.3168,-0.4858,0.9156,0.5718,2.8998,-0.2838,-1.0337,1.1053,-0.4469,-0.2975,-0.4167,-0.2758,-0.3751,-0.6477,0.8528,-0.4943,-0.2968,0.2968,-0.5664,-31.3911204679379,-64.2557636529928,-0.0961,0.9382,324,-0.5369
QUINTA SANTA ANA,-0.4575,-0.3735,-0.4048,-0.9179,-0.5499,-0.6587,-0.3168,-0.4858,-0.6562,-0.1947,-0.4787,-0.2838,-1.0337,-0.9687,-0.4469,-0.7611,-0.4167,-0.2758,-0.0944,-0.6477,-1.1726,-0.4943,-0.2968,0.2968,-0.6153,-31.4116430526547,-64.2041555793476,-1.031,-0.7304,336,-0.62
