barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,hogares_por_poblacion,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,area_barrio_km2,densidad_poblacional,infraestructura_por_km2,outlier_flag,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_html
LICEO GENERAL PAZ,628.0,200.0,14.0,7.0,0,0,0,0,0,0,14,1,1,0.318,6.444,0.0,0.0,0.0,1.5584999999999962,0.0,15.92,0,0,1,0,0.1111,-31.3355758005306,-64.1667020824379,1.34,468.66,0.083,1,0,Anillo Denso Residencial,Baja,<b>LICEO GENERAL PAZ</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 628.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
LOMAS DE SAN MARTIN,1734.0,560.0,3.0,0.54,0,0,0,0,7,4,308,0,0,0.323,7.459,0.0,0.0,0.0,0.0,4.04,0.0,0,0,0,1,0.0748,-31.3825174083115,-64.2059476982937,0.26,6669.23,0.288,1,0,Anillo Denso Residencial,Muy Baja,<b>LOMAS DE SAN MARTIN</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 1734.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
LOS ALAMOS,1964.0,518.0,33.0,6.37,0,0,0,0,6,3,201,0,1,0.264,7.583,0.0,0.0,0.0,0.0,3.05,5.09,0,0,0,1,0.0565,-31.3678133678231,-64.1569101282328,0.2,9820.0,0.282,1,2,Suburbio Popular Consolidado,Muy Baja,<b>LOS ALAMOS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1964.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
LOS ANGELES,766.0,282.0,0.0,0.0,3,0,3,0,15,13,4,0,0,0.368,6.642,1.0,3.92,0.0,0.0,19.58,0.0,1,0,0,1,0.6346,-31.359507855743,-64.2370170092703,0.23,3330.43,2.759,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>LOS ANGELES</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 766.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
LOS ARBOLES,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.3663128297877,-64.2847366879914,0.0,0.0,0.0,1,0,Anillo Denso Residencial,Muy Baja,<b>LOS ARBOLES</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
LOS BOULEVARES,12277.0,3480.0,218.0,6.26,8,8,0,1,56,3,444,1,2,0.283,9.416,0.0,0.65,0.81,0.81,4.56,1.63,1,1,1,1,0.2143,-31.3451594663769,-64.2192643585421,10.27,1195.42,0.021,1,2,Suburbio Popular Consolidado,Media,<b>LOS BOULEVARES</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 12277.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
LOS CEIBOS,826.0,249.0,7.0,2.81,0,0,0,0,8,5,23,0,1,0.301,6.718,0.0,0.0,0.0,0.0,9.69,12.11,0,0,0,1,0.1794,-31.429311789068,-64.1480959893981,0.12,6883.33,1.495,1,0,Anillo Denso Residencial,Media,<b>LOS CEIBOS</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 826.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
LOS CHINGOLOS,1944.0,473.0,42.0,8.88,4,4,0,0,5,1,49,0,1,0.243,7.573,0.0,2.06,0.0,0.0,2.57,5.14,1,0,0,1,0.1905,-31.340792625602,-64.169066378749,0.23,8452.17,0.828,1,2,Suburbio Popular Consolidado,Media,<b>LOS CHINGOLOS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1944.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
LOS CIELOS,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.3714859295371,-64.28265773622033,0.0,0.0,0.0,1,0,Anillo Denso Residencial,Muy Baja,<b>LOS CIELOS</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
LOS EUCALIPTUS,1741.0,480.0,15.0,3.12,2,1,1,0,4,3,31,0,1,0.276,7.463,0.5,1.15,0.0,0.0,2.3,5.74,1,0,0,1,0.1224,-31.4678374607454,-64.0885166553114,0.2,8705.0,0.612,1,2,Suburbio Popular Consolidado,Baja,<b>LOS EUCALIPTUS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1741.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
LOS FILTROS,852.0,200.0,32.0,16.0,2,2,0,0,7,2,12,0,0,0.235,6.749,0.0,2.35,0.0,0.0,8.22,0.0,1,0,0,1,0.3153,-31.4133081279979,-64.2484968686162,0.2,4260.0,1.576,1,4,Periferia Vulnerable,Alta,<b>LOS FILTROS</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 852.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
LOS FRESNOS,1067.0,246.0,38.0,15.45,1,1,0,0,0,0,0,0,2,0.231,6.974,0.0,0.94,0.0,0.0,0.0,18.74,1,0,0,0,0.0652,-31.4709007424932,-64.0815785370936,0.14,7621.43,0.466,1,4,Periferia Vulnerable,Muy Baja,<b>LOS FRESNOS</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 1067.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
LOS GIGANTES,4442.0,1249.0,49.0,3.92,3,3,0,0,11,2,41,0,1,0.281,8.399,0.0,0.68,0.0,0.0,2.48,2.25,1,0,0,1,0.0931,-31.3626362226789,-64.1695064760401,0.72,6169.44,0.129,1,2,Suburbio Popular Consolidado,Baja,<b>LOS GIGANTES</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 4442.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
LOS GRANADOS,3435.0,917.0,41.0,4.47,4,3,1,0,6,2,10,0,1,0.267,8.142,0.25,1.16,0.0,0.0,1.75,2.91,1,0,0,1,0.1129,-31.4233609670665,-64.2369958390385,0.45,7633.33,0.251,1,2,Suburbio Popular Consolidado,Baja,<b>LOS GRANADOS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3435.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
LOS HORNILLOS,726.0,200.0,20.0,10.0,0,0,0,0,19,5,1,0,1,0.275,6.589,0.0,0.0,0.0,0.0,24.0,13.77,0,0,0,1,0.4444,-31.3409132203449,-64.1720953360985,0.05,14520.0,8.888,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>LOS HORNILLOS</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 726.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
LOS JACARANDAES,1305.0,319.0,70.0,21.94,0,0,0,0,0,0,6,0,1,0.244,7.175,0.0,0.0,0.0,0.0,0.0,7.66,0,0,0,0,0.0,-31.4171979227171,-64.2364547163467,0.15,8700.0,0.0,-1,4,Periferia Vulnerable,Muy Baja,<b>LOS JACARANDAES</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 1305.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
LOS JOSEFINOS,500.0,200.0,9.0,4.5,0,0,0,1,0,0,0,0,1,0.4,6.217,0.0,0.0,6.656999999999986,0.0,0.0,20.0,0,1,0,0,0.2222,-31.4142006207762,-64.1238803796894,0.05,10000.0,4.444,1,0,Anillo Denso Residencial,Alta,<b>LOS JOSEFINOS</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
LOS NARANJOS,1615.0,561.0,7.0,1.25,6,3,3,0,9,7,430,1,1,0.347,7.388,0.5,3.72,0.0,1.5584999999999962,5.57,6.19,1,0,1,1,0.4724,-31.4296647566055,-64.226563138602,0.25,6460.0,1.89,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>LOS NARANJOS</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 1615.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
LOS OLMOS,1859.0,541.0,21.0,3.88,2,0,2,0,13,8,56,0,1,0.291,7.528,1.0,1.08,0.0,0.0,6.99,5.38,1,0,0,1,0.2044,-31.4597965821554,-64.2172530936535,0.36,5163.89,0.568,1,2,Suburbio Popular Consolidado,Media,<b>LOS OLMOS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1859.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
LOS OLMOS SUD,2486.0,636.0,48.0,7.55,1,1,0,1,19,4,19,0,2,0.256,7.819,0.0,0.4,4.02,0.0,7.64,8.05,1,1,0,1,0.3034,-31.465400290473603,-64.21545121967615,0.42,5919.05,0.722,1,2,Suburbio Popular Consolidado,Alta,<b>LOS OLMOS SUD</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2486.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
LOS PARAISOS,5079.0,1638.0,40.0,2.44,3,0,3,0,28,6,364,0,1,0.323,8.533,1.0,0.59,0.0,0.0,5.51,1.97,1,0,0,1,0.143,-31.3830882690084,-64.1946480503973,0.48,10581.25,0.298,1,2,Suburbio Popular Consolidado,Baja,<b>LOS PARAISOS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 5079.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
LOS PINOS,1901.0,532.0,21.0,3.95,2,2,0,1,7,4,160,0,1,0.28,7.551,0.0,1.05,5.26,0.0,3.68,5.26,1,1,0,1,0.3166,-31.3936669516838,-64.1410319653281,0.16,11881.25,1.979,1,2,Suburbio Popular Consolidado,Alta,<b>LOS PINOS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1901.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
LOS PLATANOS,7003.0,2166.0,58.0,2.68,8,7,1,0,11,5,120,0,0,0.309,8.854,0.125,1.14,0.0,0.0,1.57,0.0,1,0,0,1,0.1082,-31.4222080751586,-64.2307130188136,0.92,7611.96,0.118,1,2,Suburbio Popular Consolidado,Baja,<b>LOS PLATANOS</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 7003.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
LOS ROBLES,3479.0,958.0,144.0,15.03,4,4,0,0,8,2,203,0,1,0.275,8.155,0.0,1.15,0.0,0.0,2.3,2.87,1,0,0,1,0.1224,-31.4010362677022,-64.2649086322231,0.57,6103.51,0.215,1,4,Periferia Vulnerable,Baja,<b>LOS ROBLES</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 3479.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
LOS SAUCES,1635.0,469.0,22.0,4.69,2,2,0,1,9,2,16,0,1,0.287,7.4,0.0,1.22,6.12,0.0,5.5,6.12,1,1,0,1,0.3908,-31.4611868550392,-64.0988703018824,0.21,7785.71,1.861,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>LOS SAUCES</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 1635.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
LOS SOLES,500.0,200.0,0.0,0.0,0,0,0,0,5,1,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,10.0,0.0,0,0,0,1,0.1852,-31.37321427576532,-64.27863327990656,0.0,0.0,0.0,1,0,Anillo Denso Residencial,Media,<b>LOS SOLES</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
LOS SUENOS,500.0,200.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.4,6.217,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037,-31.3604453595515,-64.2832690939214,0.0,0.0,0.0,1,0,Anillo Denso Residencial,Muy Baja,<b>LOS SUENOS</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
LOURDES,1413.0,318.0,50.0,15.72,1,1,0,0,26,6,7,0,1,0.225,7.254,0.0,0.71,0.0,0.0,18.4,7.08,1,0,0,1,0.39,-31.3316515562663,-64.2559838632293,0.13,10869.23,3.0,1,4,Periferia Vulnerable,Muy Alta,<b>LOURDES</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 1413.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
MAIPU SECCION 1,2022.0,679.0,7.0,1.03,0,0,0,0,17,12,0,0,1,0.336,7.612,0.0,0.0,0.0,0.0,8.41,4.95,0,0,0,1,0.1557,-31.4361764058547,-64.1595471854071,0.27,7488.89,0.577,1,2,Suburbio Popular Consolidado,Media,<b>MAIPU SECCION 1</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2022.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
MAIPU SECCION 2,2283.0,764.0,8.0,1.05,0,0,0,0,13,11,0,0,1,0.335,7.734,0.0,0.0,0.0,0.0,5.69,4.38,0,0,0,1,0.1054,-31.4296995173019,-64.159805647332,0.36,6341.67,0.293,1,2,Suburbio Popular Consolidado,Baja,<b>MAIPU SECCION 2</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2283.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
MALDONADO,8018.0,1873.0,359.0,19.17,7,7,0,0,10,2,13,0,0,0.234,8.99,0.0,0.87,0.0,0.0,1.25,0.0,1,0,0,1,0.0835,-31.412245483126,-64.127450781327,1.88,4264.89,0.044,1,4,Periferia Vulnerable,Muy Baja,<b>MALDONADO</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 8018.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
MARCELO T DE ALVEAR,2748.0,751.0,48.0,6.39,0,0,0,0,8,2,263,0,1,0.273,7.919,0.0,0.0,0.0,0.0,2.91,3.64,0,0,0,1,0.0539,-31.3680411492782,-64.1718542573729,0.28,9814.29,0.192,1,2,Suburbio Popular Consolidado,Muy Baja,<b>MARCELO T DE ALVEAR</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2748.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
MARCOS SASTRE,1104.0,281.0,18.0,6.41,1,1,0,0,11,3,33,0,1,0.255,7.008,0.0,0.91,0.0,0.0,9.96,9.06,1,0,0,1,0.2476,-31.4451190053854,-64.149863964445,0.17,6494.12,1.456,1,0,Anillo Denso Residencial,Alta,<b>MARCOS SASTRE</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 1104.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
MARECHAL,3557.0,1077.0,61.0,5.66,1,1,0,0,19,4,20,0,1,0.303,8.177,0.0,0.28,0.0,0.0,5.34,2.81,1,0,0,1,0.1183,-31.3955292239017,-64.2142652519137,0.41,8675.61,0.289,1,2,Suburbio Popular Consolidado,Baja,<b>MARECHAL</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3557.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
MARIA LASTENIA,500.0,200.0,11.0,5.5,4,4,0,0,20,5,16,0,1,0.4,6.217,0.0,4.8035,0.0,0.0,24.0,20.0,1,0,0,1,0.7778,-31.3266603545532,-64.1819207021647,2.29,218.34,0.34,-1,1,Núcleo Urbano Consolidado,Muy Alta,<b>MARIA LASTENIA</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
MARIANO BALCARCE,1994.0,656.0,10.0,1.52,1,0,1,0,6,7,40,0,1,0.329,7.598,1.0,0.5,0.0,0.0,3.01,5.02,1,0,0,1,0.0904,-31.4336980595615,-64.2215931493569,0.22,9063.64,0.411,1,2,Suburbio Popular Consolidado,Baja,<b>MARIANO BALCARCE</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 1994.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
MARIANO FRAGUEIRO,3630.0,963.0,89.0,9.24,3,3,0,0,31,8,25,0,1,0.265,8.197,0.0,0.83,0.0,0.0,8.54,2.75,1,0,0,1,0.2157,-31.3660728145572,-64.1856708289333,0.29,12517.24,0.744,1,2,Suburbio Popular Consolidado,Media,<b>MARIANO FRAGUEIRO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3630.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
MARQUES ANEXO,10478.0,2704.0,230.0,8.51,1,1,0,0,0,0,0,0,0,0.258,9.257,0.0,0.1,0.0,0.0,0.0,0.0,1,0,0,0,0.0069,-31.37143579108965,-64.19161266923146,0.61,17177.05,0.011,-1,2,Suburbio Popular Consolidado,Muy Baja,<b>MARQUES ANEXO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 10478.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
MARQUES DE SOBREMONTE,24608.0,7540.0,340.0,4.51,12,8,4,1,35,4,1415,1,2,0.306,10.111,0.333,0.49,0.41,0.41,1.42,0.81,1,1,1,1,0.1032,-31.36862893655555,-64.19402795529055,2.7,9114.07,0.038,1,2,Suburbio Popular Consolidado,Baja,<b>MARQUES DE SOBREMONTE</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 24608.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
MAULLER,5734.0,1593.0,125.0,7.85,7,7,0,0,15,1,0,1,3,0.278,8.654,0.0,1.22,0.0,1.5584999999999962,2.62,5.23,1,0,1,1,0.2443,-31.4147746684517,-64.1388534120657,0.84,6826.19,0.291,1,2,Suburbio Popular Consolidado,Alta,<b>MAULLER</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 5734.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
MAURIZI,756.0,255.0,11.0,4.31,1,1,0,0,3,3,1,0,0,0.337,6.629,0.0,1.32,0.0,0.0,3.97,0.0,1,0,0,1,0.1651,-31.4274174705639,-64.2081597810474,0.11,6872.73,1.501,1,0,Anillo Denso Residencial,Media,<b>MAURIZI</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 756.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
MERCANTIL,723.0,214.0,3.0,1.4,5,4,1,0,8,2,87,0,0,0.296,6.585,0.2,4.8035,0.0,0.0,11.07,0.0,1,0,0,1,0.5383,-31.3183526871751,-64.2587038912171,0.09,8033.33,5.981,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>MERCANTIL</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 723.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
MILITAR GENERAL DEHEZA,825.0,200.0,2.0,1.0,2,2,0,0,3,2,0,0,0,0.242,6.717,0.0,2.42,0.0,0.0,3.64,0.0,1,0,0,1,0.2353,-31.3961038343019,-64.2718381204991,0.37,2229.73,0.636,1,0,Anillo Denso Residencial,Alta,<b>MILITAR GENERAL DEHEZA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 825.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
MIRADOR,3164.0,956.0,107.0,11.19,0,0,0,0,13,4,14,0,1,0.302,8.06,0.0,0.0,0.0,0.0,4.11,3.16,0,0,0,1,0.0761,-31.4289133054055,-64.1385804949468,0.31,10206.45,0.245,1,4,Periferia Vulnerable,Muy Baja,<b>MIRADOR</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 3164.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
MIRADOR DEL CHATEAU,754.0,288.0,0.0,0.0,0,0,0,0,10,4,71,0,1,0.382,6.627,0.0,0.0,0.0,0.0,13.26,13.26,0,0,0,1,0.2456,-31.38511415213455,-64.26248967015471,0.5,1508.0,0.491,1,0,Anillo Denso Residencial,Alta,<b>MIRADOR DEL CHATEAU</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 754.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
MIRALTA,3528.0,889.0,145.0,16.31,0,0,0,1,10,2,5,0,2,0.252,8.169,0.0,0.0,2.83,0.0,2.83,5.67,0,1,0,1,0.1469,-31.4244364501647,-64.1122227442397,0.34,10376.47,0.432,1,4,Periferia Vulnerable,Baja,<b>MIRALTA</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 3528.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
MIRIZZI,693.0,200.0,17.0,8.5,3,3,0,0,19,5,12,0,2,0.289,6.542,0.0,4.33,0.0,0.0,24.0,28.86,1,0,0,1,0.7449,-31.4736776999547,-64.2058443325684,0.24,2887.5,3.104,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>MIRIZZI</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 693.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
MUTUAL DE LOS DOCENTES,729.0,205.0,1.0,0.49,0,0,0,0,3,1,54,0,0,0.281,6.593,0.0,0.0,0.0,0.0,4.12,0.0,0,0,0,1,0.0763,-31.4569004597575,-64.2241300612357,0.2,3645.0,0.382,1,0,Anillo Denso Residencial,Muy Baja,<b>MUTUAL DE LOS DOCENTES</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 729.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
NICOLAS AVELLANEDA,1782.0,492.0,16.0,3.25,6,6,0,1,14,5,10,0,2,0.276,7.486,0.0,3.37,5.61,0.0,7.86,11.22,1,1,0,1,0.5667,-31.4623154748996,-64.1037099479582,0.17,10482.35,3.334,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>NICOLAS AVELLANEDA</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 1782.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
NUESTRO HOGAR I,595.0,200.0,18.0,9.0,0,0,0,1,17,4,0,0,1,0.336,6.39,0.0,0.0,6.656999999999986,0.0,24.0,16.81,0,1,0,1,0.6667,-31.4713698368511,-64.1489809392811,0.07,8500.0,9.524,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>NUESTRO HOGAR I</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 595.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
NUESTRO HOGAR II,861.0,209.0,33.0,15.79,4,4,0,0,9,2,0,0,1,0.243,6.759,0.0,4.65,0.0,0.0,10.45,11.61,1,0,0,1,0.5162,-31.387682870044,-64.0982253407013,0.13,6623.08,3.971,1,1,Núcleo Urbano Consolidado,Muy Alta,<b>NUESTRO HOGAR II</b><hr>Tipología: <span style='color:#38bdf8'>Núcleo Urbano Consolidado</span><br>Pob: 861.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Alta</b>
NUESTRO HOGAR III,11140.0,2788.0,610.0,21.88,1,1,0,1,18,1,3,0,2,0.25,9.318,0.0,0.09,0.9,0.0,1.62,1.8,1,1,0,1,0.0663,-31.50091471404605,-64.19982237373814,0.63,17682.54,0.105,-1,4,Periferia Vulnerable,Muy Baja,<b>NUESTRO HOGAR III</b><hr>Tipología: <span style='color:#38bdf8'>Periferia Vulnerable</span><br>Pob: 11140.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
NUEVA CORDOBA,37055.0,20000.0,245.0,1.23,21,8,13,0,44,34,344,1,1,0.54,10.52,0.619,0.57,0.0,0.27,1.19,0.27,1,0,1,1,0.0808,-31.426755004302,-64.186098312365,1.24,29883.06,0.065,-1,3,Anillo Denso Residencial,Muy Baja,<b>NUEVA CORDOBA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 37055.0<br>Score Infra: <b style='color:#e2e8f0'>Muy Baja</b>
NUEVA CORDOBA ANEXA,1582.0,500.0,6.0,1.2,0,0,0,1,8,4,0,0,1,0.316,7.367,0.0,0.0,6.32,0.0,5.06,6.32,0,1,0,1,0.3047,-31.4363481826837,-64.164017889066,0.19,8326.32,1.604,1,0,Anillo Denso Residencial,Alta,<b>NUEVA CORDOBA ANEXA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 1582.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
NUEVA ITALIA,3347.0,988.0,54.0,5.47,4,1,3,0,5,1,308,0,0,0.295,8.116,0.75,1.2,0.0,0.0,1.49,0.0,1,0,0,1,0.1109,-31.3859550300777,-64.1452722218278,0.44,7606.82,0.252,1,2,Suburbio Popular Consolidado,Baja,<b>NUEVA ITALIA</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 3347.0<br>Score Infra: <b style='color:#e2e8f0'>Baja</b>
NUEVO URCA,500.0,200.0,0.0,0.0,0,0,0,0,4,1,120,0,1,0.4,6.217,0.0,0.0,0.0,0.0,8.0,20.0,0,0,0,1,0.1481,-31.3828475471979,-64.2674905686599,0.23,2173.91,0.644,1,0,Anillo Denso Residencial,Media,<b>NUEVO URCA</b><hr>Tipología: <span style='color:#38bdf8'>Anillo Denso Residencial</span><br>Pob: 500.0<br>Score Infra: <b style='color:#e2e8f0'>Media</b>
OBRERO,2481.0,919.0,13.0,1.41,0,0,0,1,21,13,244,0,1,0.37,7.817,0.0,0.0,4.03,0.0,8.46,4.03,0,1,0,1,0.2912,-31.4134335064709,-64.2122200883557,0.29,8555.17,1.004,1,2,Suburbio Popular Consolidado,Alta,<b>OBRERO</b><hr>Tipología: <span style='color:#38bdf8'>Suburbio Popular Consolidado</span><br>Pob: 2481.0<br>Score Infra: <b style='color:#e2e8f0'>Alta</b>
