barrio,poblacion,hogares,nbi,pct_nbi,escuelas_municipales,escuelas_total,escuelas_estatales,escuelas_privadas,centros_salud,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,hogares_por_poblacion,densidad_hogares,escuelas_por_1000_hab,centros_salud_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_centro_salud,tiene_comisaria,tiene_transporte,infraestructura_score
MARQUES DE SOBREMONTE,24608.0,7540.0,340.0,4.51,0,12,8,4,1,35,4,1415,1,2,0.306,0.306,0.49,0.41,0.41,1.42,0.81,1,1,1,1,0.1032
MAULLER,5734.0,1593.0,125.0,7.85,0,7,7,0,0,15,1,0,1,3,0.278,0.278,1.22,0.0,1.5584999999999962,2.62,5.23,1,0,1,1,0.2443
MAURIZI,756.0,255.0,11.0,4.31,0,1,1,0,0,3,3,1,0,0,0.337,0.337,1.32,0.0,0.0,3.97,0.0,1,0,0,1,0.1651
MERCANTIL,723.0,214.0,3.0,1.4,0,5,4,1,0,8,2,87,0,0,0.296,0.296,4.8035,0.0,0.0,11.07,0.0,1,0,0,1,0.5383
MILITAR GENERAL DEHEZA,825.0,200.0,2.0,1.0,0,2,2,0,0,3,2,0,0,0,0.242,0.242,2.42,0.0,0.0,3.64,0.0,1,0,0,1,0.2353
MIRADOR,3164.0,956.0,107.0,11.19,0,0,0,0,0,13,4,14,0,1,0.302,0.302,0.0,0.0,0.0,4.11,3.16,0,0,0,1,0.0761
MIRADOR DEL CHATEAU,754.0,288.0,0.0,0.0,0,0,0,0,0,10,4,71,0,1,0.382,0.382,0.0,0.0,0.0,13.26,13.26,0,0,0,1,0.2456
MIRALTA,3528.0,889.0,145.0,16.31,0,0,0,0,1,10,2,5,0,2,0.252,0.252,0.0,2.83,0.0,2.83,5.67,0,1,0,1,0.1469
MIRIZZI,693.0,200.0,17.0,8.5,0,3,3,0,0,19,5,12,0,2,0.289,0.289,4.33,0.0,0.0,24.0,28.86,1,0,0,1,0.7449
MUTUAL DE LOS DOCENTES,729.0,205.0,1.0,0.49,0,0,0,0,0,3,1,54,0,0,0.281,0.281,0.0,0.0,0.0,4.12,0.0,0,0,0,1,0.0763
NICOLAS AVELLANEDA,1782.0,492.0,16.0,3.25,0,6,6,0,1,14,5,10,0,2,0.276,0.276,3.37,5.61,0.0,7.86,11.22,1,1,0,1,0.5667
NUESTRO HOGAR I,595.0,200.0,18.0,9.0,0,0,0,0,1,17,4,0,0,1,0.336,0.336,0.0,6.656999999999986,0.0,24.0,16.81,0,1,0,1,0.6667
NUESTRO HOGAR II,861.0,209.0,33.0,15.79,0,4,4,0,0,9,2,0,0,1,0.243,0.243,4.65,0.0,0.0,10.45,11.61,1,0,0,1,0.5162
NUESTRO HOGAR III,11140.0,2788.0,610.0,21.88,0,1,1,0,1,18,1,3,0,2,0.25,0.25,0.09,0.9,0.0,1.62,1.8,1,1,0,1,0.0663
NUEVA CORDOBA,37055.0,20000.0,245.0,1.23,0,21,8,13,0,44,34,344,1,1,0.54,0.54,0.57,0.0,0.27,1.19,0.27,1,0,1,1,0.0808
NUEVA CORDOBA ANEXA,1582.0,500.0,6.0,1.2,0,0,0,0,1,8,4,0,0,1,0.316,0.316,0.0,6.32,0.0,5.06,6.32,0,1,0,1,0.3047
NUEVA ITALIA,3347.0,988.0,54.0,5.47,0,4,1,3,0,5,1,308,0,0,0.295,0.295,1.2,0.0,0.0,1.49,0.0,1,0,0,1,0.1109
NUEVO URCA,500.0,200.0,0.0,0.0,0,0,0,0,0,4,1,120,0,1,0.4,0.4,0.0,0.0,0.0,8.0,20.0,0,0,0,1,0.1481
OBRERO,2481.0,919.0,13.0,1.41,0,0,0,0,1,21,13,244,0,1,0.37,0.37,0.0,4.03,0.0,8.46,4.03,0,1,0,1,0.2912
OBSERVATORIO,6616.0,2360.0,128.0,5.42,0,7,3,4,0,10,5,100,0,1,0.357,0.357,1.06,0.0,0.0,1.51,1.51,1,0,0,1,0.1015
OMBU,1681.0,567.0,5.0,0.88,0,0,0,0,0,12,11,234,0,1,0.337,0.337,0.0,0.0,0.0,7.14,5.95,0,0,0,1,0.1322
ONA,1333.0,405.0,9.0,2.22,0,7,4,3,0,7,3,0,0,2,0.304,0.304,4.8035,0.0,0.0,5.25,15.0,1,0,0,1,0.4306
OSN,1993.0,575.0,8.0,1.39,0,0,0,0,0,11,4,35,0,1,0.289,0.289,0.0,0.0,0.0,5.52,5.02,0,0,0,1,0.1022
PADRE CLARET,871.0,256.0,0.0,0.0,0,6,0,6,0,10,13,48,0,1,0.294,0.294,4.8035,0.0,0.0,11.48,11.48,1,0,0,1,0.5459
PALERMO BAJO,1909.0,666.0,3.0,0.45,0,0,0,0,0,21,5,0,0,0,0.349,0.349,0.0,0.0,0.0,11.0,0.0,0,0,0,1,0.2037
PALMAR,1025.0,283.0,10.0,3.53,0,2,2,0,0,3,1,55,0,1,0.276,0.276,1.95,0.0,0.0,2.93,9.76,1,0,0,1,0.1896
PALMAS DEL CLARET,623.0,211.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.339,0.339,0.0,0.0,0.0,1.61,0.0,0,0,0,1,0.0298
PANAMERICANO,3346.0,1072.0,26.0,2.43,0,4,4,0,0,13,5,101,0,1,0.32,0.32,1.2,0.0,0.0,3.89,2.99,1,0,0,1,0.1553
PARQUE ALAMEDA,656.0,200.0,3.0,1.5,0,0,0,0,0,0,0,24,0,1,0.305,0.305,0.0,0.0,0.0,0.0,15.24,0,0,0,0,0.0
PARQUE ATLANTICA,2249.0,734.0,17.0,2.32,0,1,1,0,0,10,5,49,0,0,0.326,0.326,0.44,0.0,0.0,4.45,0.0,1,0,0,1,0.1129
PARQUE CAPITAL,3972.0,1272.0,6.0,0.47,0,3,2,1,0,12,3,563,0,1,0.32,0.32,0.76,0.0,0.0,3.02,2.52,1,0,0,1,0.1087
PARQUE CAPITAL SUD,1443.0,442.0,2.0,0.45,0,0,0,0,0,13,3,34,0,1,0.306,0.306,0.0,0.0,0.0,9.01,6.93,0,0,0,1,0.1669
PARQUE CHACABUCO,1164.0,388.0,1.0,0.26,0,0,0,0,0,4,2,165,0,1,0.333,0.333,0.0,0.0,0.0,3.44,8.59,0,0,0,1,0.0637
PARQUE CHATEAU CARRERAS,500.0,200.0,2.0,1.0,0,0,0,0,0,0,0,80,0,0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
PARQUE COREMA,584.0,220.0,1.0,0.45,0,1,1,0,0,0,0,1,0,0,0.377,0.377,1.71,0.0,0.0,0.0,0.0,1,0,0,0,0.1187
PARQUE DE LA VEGA II,596.0,200.0,22.0,11.0,0,0,0,0,0,20,3,0,0,1,0.336,0.336,0.0,0.0,0.0,24.0,16.78,0,0,0,1,0.4444
PARQUE DE LA VEGA III,596.0,200.0,1.0,0.5,0,0,0,0,0,7,2,0,0,0,0.336,0.336,0.0,0.0,0.0,11.74,0.0,0,0,0,1,0.2174
PARQUE DE LA VIDA,500.0,200.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0.4,0.4,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037
PARQUE DEL ESTE,679.0,200.0,24.0,12.0,0,2,2,0,0,9,1,58,0,1,0.295,0.295,2.95,0.0,0.0,13.25,14.73,1,0,0,1,0.4501
PARQUE DON BOSCO,4691.0,1385.0,24.0,1.73,0,1,1,0,1,18,2,248,0,1,0.295,0.295,0.21,2.13,0.0,3.84,2.13,1,1,0,1,0.1568
PARQUE FUTURA,2851.0,703.0,68.0,9.67,0,5,2,3,0,7,1,49,0,1,0.247,0.247,1.75,0.0,0.0,2.46,3.51,1,0,0,1,0.167
PARQUE JORGE NEWBERY,2909.0,913.0,16.0,1.75,0,2,2,0,0,30,4,152,0,2,0.314,0.314,0.69,0.0,0.0,10.31,6.88,1,0,0,1,0.2388
PARQUE LATINO,1306.0,432.0,4.0,0.93,0,5,3,2,0,12,7,119,0,1,0.331,0.331,3.83,0.0,0.0,9.19,7.66,1,0,0,1,0.436
PARQUE LICEO SECCION 1,3693.0,1108.0,58.0,5.23,0,0,0,0,0,2,1,0,0,1,0.3,0.3,0.0,0.0,0.0,0.54,2.71,0,0,0,1,0.01
PARQUE LICEO SECCION 2,7826.0,2013.0,157.0,7.8,0,2,2,0,1,14,2,0,0,1,0.257,0.257,0.26,1.28,0.0,1.79,1.28,1,1,0,1,0.0939
PARQUE LICEO SECCION 3,5593.0,1426.0,164.0,11.5,0,13,9,4,1,25,4,431,0,1,0.255,0.255,2.32,1.79,0.0,4.47,1.79,1,1,0,1,0.3035
PARQUE LOS MOLINOS,864.0,264.0,6.0,2.27,0,0,0,0,0,15,7,39,0,0,0.306,0.306,0.0,0.0,0.0,17.36,0.0,0,0,0,1,0.3215
PARQUE MODELO,500.0,200.0,0.0,0.0,0,0,0,0,0,7,3,0,0,1,0.4,0.4,0.0,0.0,0.0,14.0,20.0,0,0,0,1,0.2593
PARQUE MONTECRISTO,1554.0,466.0,6.0,1.29,0,3,3,0,0,7,2,26,0,2,0.3,0.3,1.93,0.0,0.0,4.5,12.87,1,0,0,1,0.2173
PARQUE REPUBLICA,7412.0,1861.0,201.0,10.8,0,7,7,0,1,15,2,59,1,1,0.251,0.251,0.94,1.35,1.35,2.02,1.35,1,1,1,1,0.2439
PARQUE SAN CARLOS,749.0,231.0,2.0,0.87,0,1,1,0,0,8,2,3,0,0,0.308,0.308,1.34,0.0,0.0,10.68,0.0,1,0,0,1,0.2908
PARQUE SAN VICENTE,1327.0,451.0,3.0,0.67,0,0,0,0,0,19,7,147,0,0,0.34,0.34,0.0,0.0,0.0,14.32,0.0,0,0,0,1,0.2652
PARQUE SARMIENTO,500.0,200.0,0.0,0.0,0,3,3,0,0,7,12,911,0,0,0.4,0.4,4.8035,0.0,0.0,14.0,0.0,1,0,0,1,0.5926
PARQUE TABLADA,981.0,323.0,1.0,0.31,0,0,0,0,0,16,4,30,0,1,0.329,0.329,0.0,0.0,0.0,16.31,10.19,0,0,0,1,0.302
PARQUE VELEZ SARSFIELD,3045.0,1004.0,8.0,0.8,0,1,1,0,0,13,3,1016,0,1,0.33,0.33,0.33,0.0,0.0,4.27,3.28,1,0,0,1,0.102
PASO DE LOS ANDES,2529.0,902.0,25.0,2.77,0,6,3,3,0,12,18,238,1,0,0.357,0.357,2.37,0.0,1.5584999999999962,4.74,0.0,1,0,1,1,0.3634
PATRIA,1790.0,640.0,5.0,0.78,0,2,0,2,0,19,8,0,0,0,0.358,0.358,1.12,0.0,0.0,10.61,0.0,1,0,0,1,0.2742
PATRICIOS,4731.0,1400.0,67.0,4.79,0,6,6,0,0,8,1,466,2,1,0.296,0.296,1.27,0.0,1.5584999999999962,1.69,2.11,1,0,1,1,0.2305
PATRICIOS ESTE,2550.0,653.0,51.0,7.81,0,1,1,0,1,1,1,10,0,1,0.256,0.256,0.39,3.92,0.0,0.39,3.92,1,1,0,1,0.1651
PATRICIOS NORTE,1790.0,485.0,39.0,8.04,0,0,0,0,0,14,5,227,0,1,0.271,0.271,0.0,0.0,0.0,7.82,5.59,0,0,0,1,0.1448
PATRICIOS OESTE,5211.0,1370.0,114.0,8.32,0,3,3,0,0,16,6,43,0,1,0.263,0.263,0.58,0.0,0.0,3.07,1.92,1,0,0,1,0.0971
PIEDRAS BLANCAS,500.0,200.0,0.0,0.0,0,0,0,0,0,5,1,0,0,0,0.4,0.4,0.0,0.0,0.0,10.0,0.0,0,0,0,1,0.1852
POETA LUGONES,7839.0,2591.0,14.0,0.54,0,7,6,1,0,31,5,992,0,1,0.331,0.331,0.89,0.0,0.0,3.95,1.28,1,0,0,1,0.1349
POLICARPIO CABRAL,517.0,200.0,5.0,2.5,0,0,0,0,0,10,2,0,0,0,0.387,0.387,0.0,0.0,0.0,19.34,0.0,0,0,0,1,0.3581
POLICIAL,9360.0,2424.0,312.0,12.87,0,0,0,0,1,2,1,65,0,1,0.259,0.259,0.0,1.07,0.0,0.21,1.07,0,1,0,1,0.0396
PORTAL DE CORDOBA,2234.0,535.0,20.0,3.74,0,0,0,0,0,3,1,38,0,0,0.239,0.239,0.0,0.0,0.0,1.34,0.0,0,0,0,1,0.0248
PORTAL DEL JACARANDA,500.0,200.0,2.0,1.0,0,1,0,1,0,9,3,0,0,0,0.4,0.4,2.0,0.0,0.0,18.0,0.0,1,0,0,1,0.4721
POSTA DE VARGAS,719.0,200.0,5.0,2.5,0,3,3,0,0,4,2,3,0,1,0.278,0.278,4.17,0.0,0.0,5.56,13.91,1,0,0,1,0.3923
PRIMERA JUNTA,783.0,253.0,3.0,1.19,0,0,0,0,0,10,4,0,0,1,0.323,0.323,0.0,0.0,0.0,12.77,12.77,0,0,0,1,0.2365
PROVIDENCIA,4998.0,1856.0,148.0,7.97,0,0,0,0,0,30,21,405,0,1,0.371,0.371,0.0,0.0,0.0,6.0,2.0,0,0,0,1,0.1111
PUENTE BLANCO,1157.0,354.0,14.0,3.95,0,0,0,0,0,5,2,68,0,1,0.306,0.306,0.0,0.0,0.0,4.32,8.64,0,0,0,1,0.08
QUEBRADA DE LAS ROSAS,4842.0,1503.0,20.0,1.33,0,3,3,0,0,21,7,568,0,0,0.31,0.31,0.62,0.0,0.0,4.34,0.0,1,0,0,1,0.1234
QUINTA SANTA ANA,648.0,242.0,0.0,0.0,0,0,0,0,0,4,3,11,0,0,0.373,0.373,0.0,0.0,0.0,6.17,0.0,0,0,0,1,0.1143
QUINTAS DE ARGUELLO,649.0,205.0,2.0,0.98,0,7,5,2,0,10,3,0,1,1,0.316,0.316,4.8035,0.0,1.5584999999999962,15.41,15.41,1,0,1,1,0.7298
QUINTAS DE FLORES,500.0,200.0,0.0,0.0,0,0,0,0,0,10,1,5,0,0,0.4,0.4,0.0,0.0,0.0,20.0,0.0,0,0,0,1,0.3704
QUINTAS DE ITALIA,500.0,200.0,3.0,1.5,0,0,0,0,0,0,0,52,0,0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
QUINTAS DE SAN JORGE,1537.0,340.0,46.0,13.53,0,1,1,0,1,4,2,28,0,2,0.221,0.221,0.65,6.51,0.0,2.6,13.01,1,1,0,1,0.3106
RAMON J CARCANO,2031.0,532.0,50.0,9.4,0,3,3,0,0,6,4,44,0,1,0.262,0.262,1.48,0.0,0.0,2.95,4.92,1,0,0,1,0.1573
RECREO DEL NORTE,2032.0,487.0,61.0,12.53,0,0,0,0,0,0,0,15,0,0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
REMEDIOS DE ESCALADA,4565.0,1256.0,150.0,11.94,0,7,7,0,0,0,0,17,0,1,0.275,0.275,1.53,0.0,0.0,0.0,2.19,1,0,0,0,0.1062
RENACIMIENTO,2927.0,699.0,71.0,10.16,0,1,1,0,0,13,1,2,0,1,0.239,0.239,0.34,0.0,0.0,4.44,3.42,1,0,0,1,0.1058
RENE FAVALORO,1012.0,296.0,1.0,0.34,0,3,3,0,0,5,1,267,0,1,0.292,0.292,2.96,0.0,0.0,4.94,9.88,1,0,0,1,0.2969
RENE FAVALORO II,1536.0,470.0,9.0,1.91,0,0,0,0,0,4,2,0,0,1,0.306,0.306,0.0,0.0,0.0,2.6,6.51,0,0,0,1,0.0481
RES CHATEAU CARRERAS CO VI CO,500.0,200.0,0.0,0.0,0,0,0,0,0,5,2,0,0,0,0.4,0.4,0.0,0.0,0.0,10.0,0.0,0,0,0,1,0.1852
RESIDENCIAL AMERICA,6874.0,2183.0,50.0,2.29,0,6,3,3,0,13,4,64,1,1,0.318,0.318,0.87,0.0,1.45,1.89,1.45,1,0,1,1,0.1987
RESIDENCIAL ARAGON,1719.0,432.0,55.0,12.73,0,0,0,0,0,5,1,5,0,0,0.251,0.251,0.0,0.0,0.0,2.91,0.0,0,0,0,1,0.0539
RESIDENCIAL OLIVOS,971.0,311.0,4.0,1.29,0,1,1,0,0,3,3,118,0,1,0.32,0.32,1.03,0.0,0.0,3.09,10.3,1,0,0,1,0.1287
RESIDENCIAL SAN CARLOS,2868.0,908.0,17.0,1.87,0,0,0,0,0,11,7,672,2,0,0.317,0.317,0.0,0.0,1.5584999999999962,3.84,0.0,0,0,1,1,0.1822
RESIDENCIAL SAN JORGE,2240.0,584.0,72.0,12.33,0,2,2,0,0,1,1,31,0,1,0.261,0.261,0.89,0.0,0.0,0.45,4.46,1,0,0,1,0.0701
RESIDENCIAL SAN ROQUE,13559.0,3398.0,501.0,14.74,0,8,8,0,1,12,2,90,0,2,0.251,0.251,0.59,0.74,0.0,0.89,1.48,1,1,0,1,0.0821
RESIDENCIAL SANTA ANA,1547.0,474.0,13.0,2.74,0,0,0,0,0,17,6,0,0,1,0.306,0.306,0.0,0.0,0.0,10.99,6.46,0,0,0,1,0.2035
RESIDENCIAL SANTA ROSA,2741.0,713.0,43.0,6.03,0,6,4,2,0,7,2,0,0,1,0.26,0.26,2.19,0.0,0.0,2.55,3.65,1,0,0,1,0.1992
RESIDENCIAL SUD,947.0,282.0,5.0,1.77,0,1,1,0,0,39,10,30,0,1,0.298,0.298,1.06,0.0,0.0,24.0,10.56,1,0,0,1,0.518
RESIDENCIAL VELEZ SARSFIELD,3161.0,1013.0,6.0,0.59,0,2,2,0,0,14,5,372,0,1,0.32,0.32,0.63,0.0,0.0,4.43,3.16,1,0,0,1,0.1258
RIVADAVIA,3105.0,1064.0,25.0,2.35,0,0,0,0,0,14,11,37,0,1,0.343,0.343,0.0,0.0,0.0,4.51,3.22,0,0,0,1,0.0835
RIVERA INDARTE,1742.0,517.0,23.0,4.45,0,0,0,0,0,6,2,301,0,1,0.297,0.297,0.0,0.0,0.0,3.44,5.74,0,0,0,1,0.0637
ROCIO,500.0,200.0,0.0,0.0,0,0,0,0,0,3,1,0,0,1,0.4,0.4,0.0,0.0,0.0,6.0,20.0,0,0,0,1,0.1111
ROCIO DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,0,4,1,0,0,0,0.4,0.4,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481
ROGELIO MARTINEZ,1204.0,390.0,3.0,0.77,0,9,9,0,0,12,7,13,0,1,0.324,0.324,4.8035,0.0,0.0,9.97,8.31,1,0,0,1,0.518
ROSEDAL,2314.0,755.0,6.0,0.79,0,2,2,0,0,1,1,186,0,2,0.326,0.326,0.86,0.0,0.0,0.43,8.64,1,0,0,1,0.0676
ROSEDAL ANEXO,916.0,288.0,6.0,2.08,0,3,3,0,0,5,3,0,0,2,0.314,0.314,3.28,0.0,0.0,5.46,21.83,1,0,0,1,0.3287
SACHI,1053.0,255.0,28.0,10.98,0,2,2,0,0,10,2,2,0,1,0.242,0.242,1.9,0.0,0.0,9.5,9.5,1,0,0,1,0.3078
SAN ANTONIO,500.0,200.0,4.0,2.0,0,0,0,0,0,11,2,2,0,1,0.4,0.4,0.0,0.0,0.0,22.0,20.0,0,0,0,1,0.4074
SAN CAYETANO,500.0,200.0,6.0,3.0,0,0,0,0,0,9,9,14,0,0,0.4,0.4,0.0,0.0,0.0,18.0,0.0,0,0,0,1,0.3333
SAN DANIEL,1359.0,455.0,13.0,2.86,0,0,0,0,1,8,11,158,0,1,0.335,0.335,0.0,6.656999999999986,0.0,5.89,7.36,0,1,0,1,0.3313
SAN FELIPE,2553.0,667.0,44.0,6.6,0,5,5,0,0,4,3,20,0,1,0.261,0.261,1.96,0.0,0.0,1.57,3.92,1,0,0,1,0.1651
SAN FERNANDO,4094.0,1612.0,65.0,4.03,0,4,2,2,0,9,4,246,0,0,0.394,0.394,0.98,0.0,0.0,2.2,0.0,1,0,0,1,0.1087
SAN FRANCISCO,1123.0,362.0,2.0,0.55,0,1,1,0,0,6,4,133,0,0,0.322,0.322,0.89,0.0,0.0,5.34,0.0,1,0,0,1,0.1606
SAN IGNACIO,2787.0,755.0,82.0,10.86,0,1,1,0,0,17,3,181,0,1,0.271,0.271,0.36,0.0,0.0,6.1,3.59,1,0,0,1,0.1379
SAN JAVIER,1637.0,413.0,36.0,8.72,0,2,2,0,0,7,1,10,0,0,0.252,0.252,1.22,0.0,0.0,4.28,0.0,1,0,0,1,0.1639
SAN JOSE,548.0,200.0,2.0,1.0,0,1,1,0,0,15,4,146,0,1,0.365,0.365,1.82,0.0,0.0,24.0,18.25,1,0,0,1,0.5707
SAN LORENZO,1988.0,618.0,17.0,2.75,0,2,2,0,1,27,8,61,0,1,0.311,0.311,1.01,5.03,0.0,13.58,5.03,1,1,0,1,0.4895
SAN LORENZO NORTE,500.0,200.0,5.0,2.5,0,0,0,0,0,4,2,47,0,1,0.4,0.4,0.0,0.0,0.0,8.0,20.0,0,0,0,1,0.1481
SAN LUIS DE FRANCIA,500.0,200.0,4.0,2.0,0,1,1,0,0,6,1,19,0,0,0.4,0.4,2.0,0.0,0.0,12.0,0.0,1,0,0,1,0.361
SAN MARCELO,500.0,200.0,0.0,0.0,0,0,0,0,0,14,11,8,0,0,0.4,0.4,0.0,0.0,0.0,24.0,0.0,0,0,0,1,0.4444
SAN MARTIN,13157.0,4358.0,207.0,4.75,0,21,13,8,1,19,5,728,0,0,0.331,0.331,1.6,0.76,0.0,1.44,0.0,1,1,0,1,0.1631
SAN MARTIN ANEXO,3153.0,1078.0,37.0,3.43,0,0,0,0,0,12,3,152,0,0,0.342,0.342,0.0,0.0,0.0,3.81,0.0,0,0,0,1,0.0706
SAN MARTIN NORTE,1945.0,560.0,34.0,6.07,0,0,0,0,1,13,7,110,0,0,0.288,0.288,0.0,5.14,0.0,6.68,0.0,0,1,0,1,0.2953
SAN NICOLAS,2063.0,596.0,44.0,7.38,0,0,0,0,0,7,2,193,0,1,0.289,0.289,0.0,0.0,0.0,3.39,4.85,0,0,0,1,0.0628
SAN PABLO,2190.0,672.0,25.0,3.72,0,0,0,0,0,15,6,69,0,1,0.307,0.307,0.0,0.0,0.0,6.85,4.57,0,0,0,1,0.1269
SAN PEDRO NOLASCO,982.0,265.0,26.0,9.81,0,1,1,0,0,9,1,15,0,2,0.27,0.27,1.02,0.0,0.0,9.16,20.37,1,0,0,1,0.2404
SAN RAFAEL,5172.0,1698.0,20.0,1.18,0,5,2,3,0,9,2,252,0,0,0.328,0.328,0.97,0.0,0.0,1.74,0.0,1,0,0,1,0.0995
SAN RAMON,500.0,200.0,11.0,5.5,0,3,3,0,0,3,1,0,0,0,0.4,0.4,4.8035,0.0,0.0,6.0,0.0,1,0,0,1,0.4444
SAN SALVADOR,2101.0,648.0,4.0,0.62,0,0,0,0,0,16,9,339,0,1,0.308,0.308,0.0,0.0,0.0,7.62,4.76,0,0,0,1,0.1411
SAN VICENTE,18145.0,5733.0,291.0,5.08,0,34,23,11,0,42,9,272,1,1,0.316,0.316,1.87,0.0,0.55,2.31,0.55,1,0,1,1,0.2118
SANTA CECILIA,1089.0,317.0,40.0,12.62,0,2,2,0,0,7,3,40,0,1,0.291,0.291,1.84,0.0,0.0,6.43,9.18,1,0,0,1,0.2468
SANTA CLARA DE ASIS,1839.0,481.0,8.0,1.66,0,3,0,3,0,8,2,200,0,1,0.262,0.262,1.63,0.0,0.0,4.35,5.44,1,0,0,1,0.1937
SANTA ISABEL ANEXO,1361.0,328.0,24.0,7.32,0,2,0,2,0,8,2,0,0,0,0.241,0.241,1.47,0.0,0.0,5.88,0.0,1,0,0,1,0.2109
SANTA ISABEL SECCION 1,3583.0,1013.0,45.0,4.44,0,0,0,0,1,13,6,0,0,1,0.283,0.283,0.0,2.79,0.0,3.63,2.79,0,1,0,1,0.1604
SANTA ISABEL SECCION 2,6113.0,1748.0,100.0,5.72,0,0,0,0,1,19,5,0,0,1,0.286,0.286,0.0,1.64,0.0,3.11,1.64,0,1,0,1,0.1123
SANTA ISABEL SECCION 3,4047.0,1071.0,51.0,4.76,0,12,8,4,0,14,3,102,0,2,0.265,0.265,2.97,0.0,0.0,3.46,4.94,1,0,0,1,0.2702
SANTA RITA,1145.0,395.0,13.0,3.29,0,1,1,0,1,14,5,247,0,0,0.345,0.345,0.87,6.656999999999986,0.0,12.23,0.0,1,1,0,1,0.5091
SARGENTO CABRAL,3597.0,1060.0,78.0,7.36,0,1,1,0,1,9,4,34,0,1,0.295,0.295,0.28,2.78,0.0,2.5,2.78,1,1,0,1,0.1585
SARMIENTO,2507.0,785.0,17.0,2.17,0,5,3,2,0,12,8,23,0,1,0.313,0.313,1.99,0.0,0.0,4.79,3.99,1,0,0,1,0.2268
SEP,1039.0,292.0,7.0,2.4,0,2,2,0,0,9,6,27,0,1,0.281,0.281,1.92,0.0,0.0,8.66,9.62,1,0,0,1,0.2936
SEP SEGUNDA ETAPA,2640.0,759.0,16.0,2.11,0,0,0,0,0,6,3,0,0,0,0.288,0.288,0.0,0.0,0.0,2.27,0.0,0,0,0,1,0.042
SMATA,2291.0,599.0,2.0,0.33,0,4,4,0,0,4,2,79,0,2,0.261,0.261,1.75,0.0,0.0,1.75,8.73,1,0,0,1,0.1538
SOLARES DE SANTA MARIA- ALTOS DE MANANTIALES,650.0,200.0,1.0,0.5,0,0,0,0,0,0,0,0,0,1,0.308,0.308,0.0,0.0,0.0,0.0,15.38,0,0,0,0,0.0
SUAREZ,2807.0,762.0,87.0,11.42,0,4,4,0,0,7,2,26,0,0,0.271,0.271,1.43,0.0,0.0,2.49,0.0,1,0,0,1,0.1453
TABLADA PARK,748.0,265.0,0.0,0.0,0,0,0,0,0,7,11,17,0,0,0.354,0.354,0.0,0.0,0.0,9.36,0.0,0,0,0,1,0.1733
TALLERES ESTE,5542.0,1710.0,59.0,3.45,0,4,4,0,0,18,7,31,0,2,0.309,0.309,0.72,0.0,0.0,3.25,3.61,1,0,0,1,0.1101
TALLERES OESTE,5925.0,1848.0,62.0,3.35,0,7,7,0,0,27,9,0,0,0,0.312,0.312,1.18,0.0,0.0,4.56,0.0,1,0,0,1,0.1663
TALLERES SUD,3940.0,1027.0,145.0,14.12,0,0,0,0,0,4,1,18,0,1,0.261,0.261,0.0,0.0,0.0,1.02,2.54,0,0,0,1,0.0189
TEJAS DEL SUR,1454.0,406.0,5.0,1.23,0,0,0,0,0,0,0,3,0,0,0.279,0.279,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
TEJAS II,687.0,200.0,6.0,3.0,0,0,0,0,0,1,1,0,0,0,0.291,0.291,0.0,0.0,0.0,1.46,0.0,0,0,0,1,0.027
TENIENTE BENJAMIN MATIENZO,6873.0,2080.0,45.0,2.16,0,6,2,4,0,17,4,274,0,1,0.303,0.303,0.87,0.0,0.0,2.47,1.45,1,0,0,1,0.1061
TEODORO FELDS,3542.0,1258.0,5.0,0.4,0,2,1,1,0,24,7,329,0,1,0.355,0.355,0.56,0.0,0.0,6.78,2.82,1,0,0,1,0.1644
TRANVIARIOS,2245.0,720.0,16.0,2.22,0,0,0,0,0,20,6,12,0,1,0.321,0.321,0.0,0.0,0.0,8.91,4.45,0,0,0,1,0.165
UOCRA,1906.0,582.0,25.0,4.3,0,3,3,0,0,16,2,71,0,1,0.305,0.305,1.57,0.0,0.0,8.39,5.25,1,0,0,1,0.2643
URCA,3308.0,1073.0,19.0,1.77,0,5,3,2,0,13,3,147,0,0,0.324,0.324,1.51,0.0,0.0,3.93,0.0,1,0,0,1,0.1776
URITORCO,500.0,200.0,1.0,0.5,0,0,0,0,0,10,7,41,0,0,0.4,0.4,0.0,0.0,0.0,20.0,0.0,0,0,0,1,0.3704
URQUIZA,5578.0,1562.0,160.0,10.24,0,1,1,0,1,4,2,17,0,1,0.28,0.28,0.18,1.79,0.0,0.72,1.79,1,1,0,1,0.0856
