id,cueanexo,nombre,est_sector,est_ambito,est_domicilio,est_barrio,est_localidad,est_departamento,nivel,n_plan_estudio,lon,lat
1050,140410300,I.P.E.T. y M. Nº 73 MARGARITA WEILD DE PAZ,Estatal,Urbano,REPUBLICA DE CHILE 796,MINETTI III° SECCION,LA CALERA,COLON,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Maestro mayor de obras"",""2. Técnico en electrónica""]",-64.3359,-31.3371
1051,140411100,I.P.E.M. Nº 43 PTE. HIPOLITO YRIGOYEN,Estatal,Urbano,BRANDSEN 47,SAN MARTIN,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Lenguas""]",-64.1985,-31.3978
1052,140411200,I.P.E.M. Nº 35 RICARDO ROJAS,Estatal,Urbano,JAVIER LOPEZ 2050,ALTOS DE VILLA CABRERA,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en comunicación""]",-64.2222,-31.3819
1053,140411300,I.P.E.M. Nº 183 PEDRO B. PALACIOS,Estatal,Urbano,REALICO 2407,CONGRESO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Bachiller en economía y administración""]",-64.2353,-31.4662
1054,140411400,INSTITUTO TECNICO RENAULT,Privado,Urbano,COLONIA IMPIRA 6000,SANTA ISABEL,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Técnico en Programación"",""2. Técnico mecánico""]",-64.2575,-31.4645
1055,140204300,J.DE INF. DE LA CRUZ ALTA,Estatal,Urbano,CORDOBA 630,ARROYITO,CRUZ ALTA,MARCOS JUAREZ,"[""0. Común - Inicial""]",,-61.8049,-33.009
1056,140411800,I.P.E.T. Nº 57 COMODORO MARTIN RIVADAVIA,Estatal,Urbano,25 DE MAYO 1500,GENERAL PAZ,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Técnico en automotores"",""2. Técnico en electrónica"",""2. Técnico en Programación""]",-64.1632,-31.4142
1057,140411900,INSTITUTO ALEMAN,Privado,Urbano,LA TABLADA,CENTRO,VILLA GENERAL BELGRANO,CALAMUCHITA,"[""2. Común - Secundario""]","[""2. Bachiller en Lenguas""]",-64.5561,-31.9819
1058,140412200,C.E.N.M.A. Nº 191 ALEJO LEDESMA,Estatal,Urbano,HIPOLITO IRIGOYEN 757,CENTRO,ALEJO LEDESMA,MARCOS JUAREZ,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-62.6217,-33.6066
1059,140412201,C.E.N.M.A. Nº 191 ALEJO LEDESMA - ANEXO PUEBLO ITALIANO,Estatal,Rural Aglomerado,BUENOS AIRES 474,CENTRO,PUEBLO ITALIANO,UNION,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-62.8399,-33.8809
1060,140412202,C.E.N.M.A. Nº 191 ALEJO LEDESMA - ANEXO GUATIMOZIN,Estatal,Urbano,ENTRE RIOS NORTE,PEIRANO,GUATIMOZIN,MARCOS JUAREZ,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en agro y ambiente""]",-62.4346,-33.4583
1061,140412203,C.E.N.M.A. Nº 191 ALEJO LEDESMA - ANEXO BENJAMIN GOULD,Estatal,Rural Aglomerado,AV.FUERZA AEREA ARGENTINA 278,CENTRO,BENJAMIN GOULD,UNION,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-62.7288,-33.5883
1062,140412700,INSTITUTO SAN JOSE,Privado,Urbano,BV. FIGUEROA ALCORTA 40,CENTRO,BELL VILLE,UNION,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en economía y administración""]",-62.6852,-32.6302
1063,140412900,INST. ANGLO AMERICANO,Privado,Urbano,BV. CARLOS PELLEGRINI 637,PELLEGRINI,ALTA GRACIA,SANTA MARIA,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación"",""2. Bachiller en economía y administración""]",-64.4413,-31.6527
1064,140413200,INST. SUP. CATALINA CAVIGLIA DE VISCA,Privado,Urbano,COLON 130,CENTRO,OLIVA,TERCERO ARRIBA,"[""2. Común - Secundario"",""3. Común - Superior""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-63.5701,-32.0396
1065,140413500,INSTITUTO NUESTRA SEÑORA DE LA MERCED,Privado,Urbano,ZELAYA 140,SAN MARTIN,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.1965,-31.3983
1066,140414500,INSTITUTO SEC. PQUIAL. MONSEÑOR FERMIN LAFITTE,Privado,Urbano,Bv. Los Granaderos 1632,LOS PARAISOS,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.1958,-31.3847
1067,140414600,INSTITUTO SAGRADO CORAZON DE JESUS,Privado,Urbano,ARISTOBULO DEL VALLE 550,,CAMILO ALDAO,MARCOS JUAREZ,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-62.0903,-33.1268
1068,140414700,INSTITUTO SEC. BRIG. MAYOR JUAN I. SAN MARTIN,Privado,Urbano,MARIMON S/N°,ARGUELLO NORTE,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en comunicación""]",-64.2565,-31.3208
1069,140415100,I.P.E.T.y M. Nº 59. 25 DE MAYO,Estatal,Urbano,INTENDENTE M. MUÑOZ 117,LIBERTAD,CRUZ ALTA,MARCOS JUAREZ,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Técnico en equipos e instalaciones electromecánicas"",""2. Técnico en Programación""]",-61.8132,-33.0156
1070,140415200,I.P.E.A. Nº 1 INGENIERO AGRONOMO LUCIANO ALMIRON,Estatal,Rural Disperso,AV. AUGUSTO CACCIAVILLANI 56,,MALENA,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Técnico en producción agropecuaria""]",-64.4285,-33.4864
1071,140416300,J.DE INF. DR. PABLO RUEDA,Estatal,Urbano,OMBU,VILLA ANI MI,LA GRANJA,COLON,"[""0. Común - Inicial""]",,-64.2802,-31.0192
1072,140417200,J.DE INF. JOSE GABRIEL BROCHERO,Estatal,Urbano,PEDRO MIRANDA 290,CURA GAUCHO,VILLA CURA BROCHERO,SAN ALBERTO,"[""0. Común - Inicial""]",,-65.0208,-31.7086
1073,140420004,J.DE INF. CDTE. ROSENDO LEAL - ANEXO ALTO SIERRA,Estatal,Rural Disperso,CALLE PUBLICA,,ALTO SIERRA,MINAS,"[""0. Común - Inicial""]",,-65.3438,-31.0507
1074,140424200,I.P.E.A. Nº 241. FEDERICO CAMPODONICO,Estatal,Rural Aglomerado,AVENIDA FEDERICO CAMPODONICO 198,,LOS ZORROS,TERCERO ARRIBA,"[""2. Común - Secundario""]","[""2. Técnico en producción agropecuaria""]",-63.2004,-32.048
1075,140426100,INSTITUTO FASTA JESUS DE LA MISERICORDIA,Privado,Urbano,TOMASA SOSA 1774,SAN CAYETANO,SAN FRANCISCO,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-62.0661,-31.4158
1076,140426400,I.P.E.M.y T. Nº 204 ING. ALBERTO EMILIO LUCCHINI,Estatal,Urbano,FERDINAND DE LESSEPS 90,CENTRO AMERICA,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller con formación profesional especializado"",""2. Bachiller en economía y administración"",""2. Bachiller orientado en ciencias sociales"",""2. Técnico en Industria de los Alimentos""]",-64.1734,-31.3753
1077,140426500,I.P.E.M. No 90 JUANA MANUELA GORRITI,Estatal,Urbano,VIEYTES 52,BELGRANO,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-63.3842,-34.1166
1078,140426502,I.P.E.M. No 90 JUANA MANUELA GORRITI ANEXO RIO BAMBA,Estatal,Rural Disperso,JOSEFA GORLERO,,RIO BAMBA,PRESIDENTE ROQUE SAENZ PEÑA,"[""2. Común - Secundario""]","[""2. Bachiller en Agro y Ambiente""]",-63.7327,-34.0521
1079,140426600,ASOCIACION EDUCATIVA AGROTECNICA Y ORIENTADA PIO LEON,Privado,Urbano,AV.28 DE JULIO 345,,COLONIA CAROYA,COLON,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Técnico en producción agropecuaria""]",-64.104,-30.9859
1080,140426700,INSTITUTO MARK TWAIN,Privado,Urbano,AV CARCANO 75,DON BOSCO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Lenguas""]",-64.2643,-31.3742
1081,140426800,INSTITUTO EMPALME CR. ABEL GONZALEZ LACANNA ,Privado,Urbano,LAS ARRIAS 4073,EMPALME,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Bachiller en turismo""]",-64.1287,-31.4297
1082,140429300,C.E.N.M.A. Nº 125,Estatal,Urbano,MAESTRO LOPEZ ESQ. CRUZ ROJA- UTN,CIUDAD UNIVERSITARIA,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en ciencias sociales y humanidades"",""7. Bachiller orientado en economía y administración""]",-64.1936,-31.4436
1083,140429302,C.E.N.M.A. N° 125 - ANEXO B° IRUPE,Estatal,Urbano,OSTIA 4200,IRUPE,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.2036,-31.4604
1084,140429303,C.E.N.M.A. Nº 125 ANEXO BARRIO ITUZAINGO,Estatal,Urbano,STEPHENSON 6900,ITUZAINGO,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.089,-31.4661
1085,140429400,C.E.N.M.A. Nº 216,Estatal,Urbano,GOYCOECHEA 150,CENTRO,VILLA ALLENDE,COLON,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller Orientado en Ciencias Naturales"",""7. Bachiller orientado en economía y administración""]",-64.2978,-31.2964
1086,140429402,C.E.N.M.A. Nº 216 ANEXO SALDAN,Estatal,Urbano,VELEZ SARSFIELD 647,CENTRO,SALDAN,COLON,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.307,-31.3139
1087,140429405,C.E.N.M.A. Nº 216 ANEXO VILLA ALLENDE ANEXO SEDE EDUCACION A DISTANCIA,Estatal,Urbano,GOYCOECHEA 150,,VILLA ALLENDE,COLON,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.2972,-31.2953
1088,140429406,C.E.N.M.A. Nº 216 ANEXO SEDE EDUCACION A DISTANCIA PARQUE EDUCATIVO NOROESTE,Estatal,Urbano,MACHA  8335,B°VILLA ALLENDE PARQUE,VILLA ALLENDE,COLON,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en informática""]",-64.2821,-31.3162
1089,140429600,C.E.N.M.A. Nº 242 VILLA DE MARIA DE RIO SECO,Estatal,Urbano,RECONQUISTA ESQ.ING.LEOPOLDO CARO,,VILLA DE MARIA,RIO SECO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.7268,-29.9068
1090,140429306,C.E.N.M.A. Nº 125 ANEXO Bº INAUDI,Estatal,Rural,PIZARRO 5722,INAUDI,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.1936,-31.4767
1091,140429407,C.E.N.M.A. Nº 216 ANEXO VILLA RIVERA INDARTE,Estatal,Urbano,QUILLOAMIRA ESQ LABORDE,VILLA RIVERA INDARTE,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.2942,-31.3202
1092,140429605,C.E.N.M.A. Nº 242  VILLA DE MARIA DE RIO SECO ANEXO SEDE RAYO CORTADO,Estatal,Rural Aglomerado,CALLE PUBLICA,,RAYO CORTADO,RIO SECO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.8258,-30.0762
1093,140426900,COLEGIO DOCTOR DALMACIO VELEZ SARSFIELD,Privado,Urbano,BERNARDO ERB 320,,ARROYITO,SAN JUSTO,"[""1. Común - Primario""]",,-63.0584,-31.4219
1094,140429800,C.E.N.M.A. GENERAL CABRERA,Estatal,Urbano,MAIPU 962,ARGENTINO,GENERAL CABRERA,JUAREZ CELMAN,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.87,-32.8104
1095,140429801,C.E.N.M.A. GENERAL CABRERA - ANEXO CARNERILLO,Estatal,Rural Aglomerado,PASTORA VILDOZA DE AGUIRRE 13,CENTRO,CARNERILLO,JUAREZ CELMAN,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en agro y ambiente""]",-64.0227,-32.912
1096,140429900,C.E.N.M.A. RIO PRIMERO,Estatal,Urbano,12 DE OCTUBRE 115,,RIO PRIMERO,RIO PRIMERO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración"",""7. Bachiller orientado en informática""]",-63.6193,-31.3317
1097,140429901,C.E.N.M.A. RIO PRIMERO ANEXO SEDE PIQUILLIN,Estatal,Rural Aglomerado,FRAY MAMERTO ESQUIU SUR,,PIQUILLIN,RIO PRIMERO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.7537,-31.3027
1098,140430100,C.E.N.M.A. OLIVA,Estatal,Urbano,FRANCIA 60,SAGRADO CORAZON,OLIVA,TERCERO ARRIBA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.5698,-32.0447
1099,140430101,C.E.N.M.A. OLIVA - ANEXO JAMES CRAIK,Estatal,Urbano,JOSE M. SALGUERO ,,JAMES CRAIK,TERCERO ARRIBA,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.4668,-32.1593
1100,140430300,INSTITUTO FASTA INMACULADA CONCEPCION,Privado,Urbano,SAENZ PEÑA 1151,CATEDRAL,SAN FRANCISCO,SAN JUSTO,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales"",""2. Bachiller en Ciencias Sociales y Humanidades""]",-62.0808,-31.4365
1101,140430900,I.P.E.A.y T. Nº 223 INTENDENTE RAMON NICENO QUINTEROS,Estatal,Urbano,LOS INMIGRANTES 205,CENTRO,SAN JOSE DE LA DORMIDA,TULUMBA,"[""2. Común - Secundario""]","[""2. Técnico en equipos e instalaciones electromecánicas"",""2. Técnico en producción agropecuaria""]",-63.945,-30.3589
1102,140431700,C.E.N.M.A. VILLA DEL TOTORAL,Estatal,Urbano,REPUBLICA ARGENTINA ,PADRE ABREGU,VILLA DEL TOTORAL,TOTORAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en informática"",""7. Bachiller orientado en turismo""]",-64.0611,-30.7025
1103,140429902,C.E.N.M.A. RIO PRIMERO ANEXO SEDE CAPILLA DE LOS REMEDIOS,Estatal,Rural Aglomerado,MARTIN DE GUEMES,,CAPILLA DE LOS REMEDIOS,RIO PRIMERO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.8327,-31.4293
1104,140429613,C.E.N.M.A. Nº 242 VILLA DE MARIA DE RIO SECO ANEXO SEDE EUFRASIO LOZA LOS HOYOS,Estatal,Rural Disperso,CALLE PUBLICA,,LOS HOYOS,RIO SECO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.6275,-29.8027
1105,140429614,C.E.N.M.A. Nº 242  VILLA DE MARIA DE RIO SECO ANEXO SEDE GUTEMBERG,Estatal,Rural Aglomerado,CALLE PUBLICA S/N ,,GUTEMBERG,RIO SECO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.5163,-29.7217
1106,140429904,C.E.N.M.A. RIO PRIMERO ANEXO SEDE SANTIAGO TEMPLE,Estatal,Urbano,GUILLERMO CID,,SANTIAGO TEMPLE,RIO SEGUNDO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en informática""]",-63.4182,-31.3855
1107,140430102,C.E.N.M.A. OLIVA ANEXO SEDE COLAZO,Estatal,Rural Aglomerado,AV OESTE   206,,COLAZO,RIO SEGUNDO,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-63.3849,-31.9618
1108,140430400,COLEGIO  SANTA ANA,Privado,Urbano,RICARDO ROJAS 7253,ARGUELLO,CORDOBA,CAPITAL,"[""1. Común - Primario""]",,-64.2598,-31.3387
1109,140431703,C.E.N.M.A. VILLA DEL TOTORAL ANEXO SEDE SARMIENTO ,Estatal,Rural Aglomerado,ESPAÑA,PADRE ABREGU,SARMIENTO,TOTORAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.1086,-30.776
1110,140431800,I.P.E.M. Nº 112 DR. CESAR IÑIGUEZ MONTENEGRO,Estatal,Urbano,GRANADERO MARQUEZ 317,NORTE,SEBASTIAN ELCANO,RIO SECO,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación"",""2. Bachiller en economía y administración""]",-63.5917,-30.1573
1111,140431801,I.P.E.M. N° 112 DR. CESAR IÑIGUEZ MONTENEGRO ANEXO LA RINCONADA,Estatal,Rural Disperso,CALLE N° 6,,LA RINCONADA,RIO SECO,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-62.9441,-30.1832
1112,140432800,INSTITUTO SANTO CRISTO B.A.P.A.JOSE G. BROCHERO,Privado,Urbano,DOMINGO FUNES 1180,OBSERVATORIO,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en economía y administración""]",-64.2044,-31.4239
1113,140432900,INSTITUTO NTRA. SRA. DEL TRABAJO,Privado,Urbano,AV. DE MAYO  350,VILLA EL LIBERTADOR,CORDOBA,CAPITAL,"[""2. Común - Secundario"",""6. Jóvenes y Adultos - Primario"",""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en ciencias sociales y humanidades"",""7. Bachiller orientado en economía y administración""]",-64.2233,-31.4755
1114,140433200,INSTITUTO SAN PATRICIO,Privado,Urbano,AV. VALPARAISO 4140,JARDIN HIPODROMO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.1871,-31.4613
1115,140433800,COLEGIO COSTA AZUL NIVEL MEDIO,Privado,Urbano,HUARPES 88,COSTA AZUL,VILLA CARLOS PAZ,PUNILLA,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación""]",-64.4654,-31.3996
1116,140434800,INSTITUTO SAN JERONIMO,Privado,Urbano,LA RIOJA 2054,ALTO ALBERDI,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades"",""2. Bachiller en economía y administración""]",-64.2098,-31.4035
1117,140435000,INSTITUTO SAN PEDRO APOSTOL,Privado,Urbano,AV. DEL PIEMONTE,CHATEAU CARRERAS,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.2525,-31.382
1118,140235606,C.E.N.M.A. ASIMRA ANEXO SEDE N° II,Estatal,Urbano,ENTRE RIOS 680,GUEMES,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en informática""]",-64.1757,-31.421
1119,140433500,C.E.N.P.A.-C.A.P. CASA DE LA CULTURA,Estatal,Urbano,URUGUAY 200,NORTE,ALTA GRACIA,SANTA MARIA,"[""6. Jóvenes y Adultos - Primario""]",,-64.4315,-31.6581
1120,140436400,INSTITUTO CEBA,Privado,Urbano,RIVERA INDARTE 337,CENTRO,CORDOBA,CAPITAL,"[""7. Jóvenes y Adultos - Secundario""]","[""7. Bachiller orientado en ciencias sociales y humanidades""]",-64.1838,-31.4119
1121,140436500,INSTITUTO ESCUELA ADOLFO BIOY CASARES,Privado,Urbano,PEREDO 1572,CUPANI,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación""]",-64.2089,-31.4224
1122,140436600,INSTITUTO FRANCISCO LUIS BERNARDEZ,Privado,Urbano,JOSE P. OTERO 1644,CERRO DE LAS ROSAS,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.2291,-31.3808
1123,140436700,INSTITUTO HOGAR ESCUELA MARIA BENITA ARIAS,Privado,Urbano,MONTEVIDEO 751,ALBERDI,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.3345,-33.1397
1124,140436800,INSTITUTO DR. ERASMO ELISEIRI,Privado,Urbano,HIPOLITO YRIGOYEN 757,CENTRO,ALEJO LEDESMA,MARCOS JUAREZ,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-62.6219,-33.6067
1125,140204500,ESC.ESP.ENRIQUE A.GONZALEZ,Estatal,Urbano,SARMIENTO 1007,RIVADAVIA,CRUZ ALTA,MARCOS JUAREZ,"[""4. Especial""]",,-61.8117,-33.0057
1126,140436900,INSTITUTO BILINGÜE SAN IGNACIO DE LOYOLA,Privado,Urbano,GUARDIAS NACIONALES 1400,VILLA DALCAR,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.3614,-33.1075
1127,140438000,INSTITUTO LOS TABAQUILLOS,Privado,Rural Aglomerado,CALLE PUBLICA S/N,,LA CUMBRECITA,CALAMUCHITA,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-64.7735,-31.8952
1128,140438300,INSTITUTO BERNARDO HOUSSAY,Privado,Urbano,AV. ARTURO CAPDEVILA 709,AMPLIACION RESIDENCIAL AMERICA,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.1634,-31.3768
1129,140439500,INSTITUTO SANTA INFANCIA,Privado,Urbano,RIVADAVIA 725,CENTRO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en turismo""]",-64.1794,-31.4082
1130,140439900,INSTITUTO HISPANO ARGENTINO,Privado,Urbano,FOTHERINGHAM 68,CENTRO,RIO CUARTO,RIO CUARTO,"[""2. Común - Secundario""]","[""2. Bachiller en Arte - Danza"",""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.3487,-33.1213
1131,140440700,INSTITUTO SAN PABLO,Privado,Urbano,AV BARTOLOME JAIME 1340,CRUZ GRANDE,LA CUMBRE,PUNILLA,"[""2. Común - Secundario""]","[""2. Bachiller en Lenguas""]",-64.4939,-30.9524
1132,140440800,INSTITUTO NUESTRA SEÑORA DE LOURDES,Privado,Urbano,LUCRECIA VILLALBA 258,SAN GERONIMO,LA CUMBRE,PUNILLA,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.4939,-30.9524
1133,140441600,INSTITUTO SERVILIANO DIAZ,Privado,Urbano,SAN MARTIN 675,CENTRO,BIALET MASSE,PUNILLA,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación"",""2. Bachiller en economía y administración""]",-64.4591,-31.3115
1134,140441900,INSTITUTO AMERICA,Privado,Urbano,FRANCISCO DEL PRADO 2662,VILLA AZALAIS,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-64.1552,-31.3772
1135,140442000,INSTITUTO MADRE CABRINI,Privado,Urbano,PASAJE SAN JOSE 55,SAN MARTIN,CAPILLA DEL MONTE,PUNILLA,"[""2. Común - Secundario""]","[""2. Bachiller en Arte - Artes Visuales""]",-64.5152,-30.8602
1136,140442100,INSTITUTO JUVENILIA,Privado,Urbano,ARISTOTELES 3160,ANA MARIA ZUMARAN,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.2017,-31.3765
1137,140442200,INSTITUTO BILINGUE DANTE ALIGHIERI,Privado,Urbano,ALFONSINA STORNI,LA QUINTA,VILLA CARLOS PAZ,PUNILLA,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.5173,-31.4236
1138,140442300,INSTITUTO DR. ANTONIO NORES,Privado,Urbano,JULIO DE VEDIA 2351,YOFRE NORTE,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Bachiller en Informática""]",-64.1381,-31.3817
1139,140444900,INSTITUTO SAN AGUSTIN,Privado,Urbano,HORNERO 236,CHATEAU CARRERAS,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración""]",-64.262,-31.3875
1140,140446500,I.P.E.M.y T. Nº 2 REPUBLICA ORIENTAL DEL URUGUAY,Estatal,Urbano,AGUSTIN ROQUE ARIAS  3400,AMPLIACION MATIENZO,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller con formación profesional especializado"",""2. Bachiller en economía y administración"",""2. Bachiller orientado en ciencias sociales"",""2. Maestro mayor de obras""]",-64.2425,-31.4475
1141,140446600,I.P.E.M. Nº 8 MANUEL REYES REYNA,Estatal,Urbano,MANUEL CARDEÑOSA 2915,LA FRANCE,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Ciencias Sociales y Humanidades""]",-64.2113,-31.3695
1142,140446700,I.P.E.M. Nº 12 PTE.JUAN DOMINGO PERON,Estatal,Urbano,AV. BERNARDO O'HIGGINS 8500,SAN CARLOS,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en Informática""]",-64.169,-31.5116
1143,140446701,I.P.E.M. N° 12 PTE. JUAN DOMINGO PERON  - ANEXO SOCAVONES -,Estatal,Rural Disperso,CNO. 60 CUADRAS - K12,,SOCAVONES,SANTA MARIA,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación""]",-64.077,-31.5334
1144,140446800,I.P.E.M. Nº 13 DR. PEDRO ESCUDERO,Estatal,Urbano,CADIZ S/N°,COLON,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-64.1535,-31.439
1145,140446900,I.P.E.M. Nº 18 DOCTOR FEDERICO ANIBAL CUMAR,Estatal,Urbano,CALLE PUBLICA,GRANJA DE FUNES 2º SECCION,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en ciencias naturales""]",-64.2425,-31.3359
1146,140447000,I.P.E.M. Nº 19 POETA OSCAR GUIÑAZU ALVAREZ,Estatal,Urbano,ASTURIAS 3400,FERROVIARIO MITRE,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en economía y administración"",""2. Bachiller en Informática""]",-64.1412,-31.4353
1147,140447100,I.P.E.M. Nº 20 RODOLFO WALSH,Estatal,Urbano,BARRAGAN 450,MARQUES DE SOBREMONTE,CORDOBA,CAPITAL,"[""2. Común - Secundario""]","[""2. Bachiller en comunicación""]",-64.1966,-31.3641
